attributes.Good For.latenight,attributes.Parking.lot,business_id,categories,name,attributes.Price Range,review_count,state,full_address,city,stars,latitude,longitude,neighborhoods
FALSE,FALSE,dNtAne0swKXEjXn9D8icfQ,"['British', 'Restaurants']",The Apiary,2,21,EDH,"33 Newington Road
Newington
Edinburgh EH9 1QR",Edinburgh,4.5,55.9385081,-3.1786873,['Newington']
FALSE,FALSE,DntkMrzlbFPdOdxJtEWLBw,"['American (New)', 'Cafes', 'Restaurants']",Bevier Cafe,1,23,IL,"Bevier Hall, Rm 298
905 S Goodwin Ave
Urbana, IL 61801",Urbana,4,40.1047765,-88.2246853,[]
,FALSE,DNvflRJEG22HTCDyWgQU0Q,"['Pizza', 'Restaurants']",Pizza Hut,2,8,EDH,"2 Dundee St
Edinburgh EH11 1AF",Edinburgh,3.5,55.9400435,-3.2187647,[]
,,dnW_G3RvkYh-gSV0JEydsA,"['Fast Food', 'Restaurants']",Javit's,3,10,EDH,"207-211 West Granton Road
Edinburgh EH5 1PD",Edinburgh,4,55.9783157,-3.2329172,[]
FALSE,,DnwJ5-nXMV7DNuncVtNaVw,"['Burgers', 'Vegetarian', 'Vegan', 'Restaurants']",GFY Burgers and Fries,2,4,NV,"3315 E Russell Rd
Ste 184 Ste A-4
Southeast
Las Vegas, NV 89120",Las Vegas,5,36.0857661,-115.1037642,['Southeast']
FALSE,TRUE,DO0yuislfM4STF34gSaoLw,"['Chicken Shop', 'Sandwiches', 'Salad', 'Restaurants']",PDQ,1,180,NV,"3737 W Craig Rd
North Las Vegas, NV 89032",North Las Vegas,4.5,36.23888172,-115.1900021,[]
FALSE,FALSE,Do1e3eetKMef70hDH8P-cA,"['Jazz & Blues', 'Arts & Entertainment', 'Creperies', 'Nightlife', 'Restaurants']",Jardin Nelson,2,298,QC,"407 Place Jacques-Cartier
Ville-Marie
montreal, QC H2Y 3B1",montreal,4,45.5079295,-73.5526749,['Ville-Marie']
FALSE,FALSE,DO3Gk17RyJVW7zYMCtYPnw,"['Southern', 'Restaurants']",Mesa Grill,3,2643,NV,"Caesars Palace Las Vegas Hotel And Casino
3570 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109",Las Vegas,4,36.11712457,-115.1747927,['The Strip']
FALSE,TRUE,DO3XP1OOGqaGycUcSdtZ6w,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Delis', 'Restaurants']",Local Loaf,2,135,NC,"7th Street Public Market
224 E 7th St
First Ward
Charlotte, NC 28202",Charlotte,4,35.2277591,-80.8381993,['First Ward']
FALSE,FALSE,dO6_1mOtPTSdFzpRF5md4w,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",Pizza Hut,1,7,AZ,"6017 East McKellips Rd.
Mesa, AZ 85215",Mesa,2.5,33.4507689,-111.7008915,[]
FALSE,FALSE,d-O9TFUh8fCNUtXrYXcQ5Q,"['Canadian (New)', 'Restaurants']",Laurie Raphaël,4,12,QC,"2050, rue Mansfield
Ville-Marie
montreal, QC H3A 1Y9",montreal,3,45.502552,-73.5743935,['Ville-Marie']
FALSE,FALSE,doAthESAlj4_-FtsyHGyNw,"['Turkish', 'Pizza', 'Kebab', 'Restaurants']",Mastar Hayda Zilfo und Sultan,2,6,BW,"Karlstr. 95
76137 Karlsruhe",Karlsruhe,3.5,48.9984,8.39386,[]
FALSE,TRUE,doCqqCuoDsIQYDSY2gkUtQ,"['Restaurants', 'Italian']",Za's Italian Cafe,1,30,IL,"1905 N Neil St
Champaign, IL 61820",Champaign,3.5,40.1399247,-88.2458532,[]
FALSE,FALSE,DoDRDIA9FvRJ9Ujj1NpOwA,"['Fast Food', 'Restaurants']",Burger King,1,28,NV,"8475 W Warm Springs Rd
Southwest
Las Vegas, NV 89113",Las Vegas,2.5,36.05524492,-115.2765671,['Southwest']
FALSE,TRUE,DoEMzev54WS8_lVLJ3NoqQ,"['French', 'Restaurants']",Alizé,4,369,NV,"Palms Casino Resort
4321 W Flamingo Rd
Las Vegas, NV 89103",Las Vegas,4,36.11468469,-115.1949604,[]
FALSE,TRUE,doEZAj-NSnoEMOJl5yXcNw,"['Food', 'Grocery', 'Middle Eastern', 'Restaurants']",Yusef's Middle Eastern Restaurant Grocery & Deli,1,43,AZ,"15236 N Cave Creek Rd
Phoenix, AZ 85032",Phoenix,4,33.6256435,-112.0313324,[]
FALSE,TRUE,DoiIvRASpaPw6z0wveDAJw,"['Chinese', 'Restaurants']",Baidu China Bistro,1,101,NV,"7625 S Rainbow Blvd
Ste 100
Southwest
Las Vegas, NV 89139",Las Vegas,3.5,36.049805,-115.244096,['Southwest']
FALSE,FALSE,dojsd6ReoLkA9pXxlNTDUw,"['Asian Fusion', 'Buffets', 'Chinese', 'Restaurants']",China Buffet,1,3,PA,"6401 Penn Ave
East Liberty
Pittsburgh, PA 15206",Pittsburgh,2.5,40.458013,-79.917439,['East Liberty']
FALSE,FALSE,DoknkTENETi5OVPSRu2hWA,"['Pizza', 'Restaurants']",Gigi Pizzeria,2,16,QC,"302 Chemin du Bord-du-Lac-Lakeshore
Pointe-Claire
Pointe-Claire, QC H9S 4L7",Pointe-Claire,4,45.428767,-73.826439,['Pointe-Claire']
FALSE,FALSE,DoKUOUwAsWrlRY6ehzQV_w,"['French', 'Restaurants']",Brasserie t,3,109,QC,"1425 Rue Jeanne-Mance
Ville-Marie
montreal, QC H2X 1Z9",montreal,3.5,45.50755161,-73.56678153,['Ville-Marie']
FALSE,TRUE,DoLjiU_CSHcKFkofAsUg8A,"['Food', 'Burgers', 'Ice Cream & Frozen Yogurt', 'Restaurants']",Freddy's Frozen Custard & Steakburgers,1,305,NV,"9809 S Eastern Ave
Southeast
Las Vegas, NV 89183",Las Vegas,4,36.01107788,-115.1193237,['Southeast']
FALSE,FALSE,DOmvaki70flMQ8W-yGbaHA,"['Mexican', 'Restaurants']",Filiberto's,1,12,AZ,"9036 W Union Hills Rd
Peoria, AZ 85382",Peoria,2,33.65312,-112.253601,[]
FALSE,,DOnGNhDso2y58w_cz7BIqw,"['Fish & Chips', 'Canadian (New)', 'Restaurants']",Le Chalutier,2,4,QC,"1031 Boulevard des Laurentides
Laval, QC H7G 2V8",Laval,4.5,45.5751855,-73.6972548,[]
FALSE,TRUE,dOo_jUaYeHC4b6bgOytinw,"['Seafood', 'Steakhouses', 'Mediterranean', 'Restaurants']",Otto's Restaurant & Bar,3,61,WI,"6405 Mineral Point Rd
Madison, WI 53705",Madison,4,43.0600543,-89.4906724,[]
FALSE,FALSE,doQQQzQis8Me3jGeAhfd5w,"['Fast Food', 'Sandwiches', 'Restaurants']",Subway,1,8,PA,"2771 E Carson St
South Side
Pittsburgh, PA 15203",Pittsburgh,4,40.4263454,-79.9658418,['South Side']
,,dosyZCI022Hl4iCPhZtxZQ,"['Cheesesteaks', 'Pizza', 'Sandwiches', 'Restaurants']",Those Guys Pies,2,3,NV,"3369 Thom Blvd
Northwest
Las Vegas, NV 89130",Las Vegas,5,36.2200599,-115.21256,['Northwest']
,,Do-uA-2bp0_Rei3hHqbbPQ,"['Fast Food', 'Sandwiches', 'Restaurants']",Subway,2,3,AZ,"1923 S Signal Butte Rd Ste 104
Mesa, AZ 85209",Mesa,3.5,33.380745,-111.6009036,[]
FALSE,TRUE,dowimfl0v9PQlL6jey5WGA,"['Italian', 'Pizza', 'Restaurants']",Aurelio's Pizza,2,80,NV,"445 W Craig Rd
Ste 105
North Las Vegas, NV 89032",North Las Vegas,3.5,36.23902345,-115.1472223,[]
FALSE,TRUE,DOx9ahD39IA8blUwF1fEhQ,"['Pizza', 'Restaurants']",Base Pizzeria,2,145,AZ,"3115 E Lincoln Dr
Phoenix, AZ 85016",Phoenix,5,33.5301735,-112.0142671,[]
,,DOYwzDK08AmZJxaoCv-7Cw,"['Bars', 'Steakhouses', 'Cocktail Bars', 'Nightlife', 'Restaurants']",Dom,2,8,BW,"Hirschhof 3 - 5
76133 Karlsruhe",Karlsruhe,4,49.010457,8.3926719,[]
FALSE,TRUE,dp0unqYxrYzvfaMVVmk6mw,"['Steakhouses', 'Restaurants']",Outback Steakhouse,2,79,AZ,"7000 Mayo Blvd
Ste 24
Phoenix, AZ 85054",Phoenix,3,33.67690008,-111.9378733,[]
FALSE,FALSE,Dp1VAj7SIb82CuwVDLah0Q,"['Sandwiches', 'Restaurants']",Jimmy John's,1,31,AZ,"21001 N Tatum Blvd
Phoenix, AZ 85050",Phoenix,2,33.6770727,-111.9740351,[]
FALSE,TRUE,dPAQrPQn8bzsZqt7QSdKjQ,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']",Denny's,1,30,AZ,"9160 E Indian Bend Rd
Scottsdale, AZ 85256",Scottsdale,3.5,33.53875959,-111.8848955,[]
FALSE,TRUE,dPBYiHzky0jVTQAXqvH06w,"['Mexican', 'Restaurants']",Frijoles & Frescas Grilled Tacos,1,93,NV,"4811 S Rainbow Blvd
Spring Valley
Las Vegas, NV 89103",Las Vegas,4.5,36.10100467,-115.243461,['Spring Valley']
FALSE,FALSE,dPg69r5nLzEmug0OvNfkmQ,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']",Domino's Pizza,1,24,AZ,"3602 E Indian School Rd
Phoenix, AZ 85018",Phoenix,2.5,33.4955704,-112.0038554,[]
FALSE,FALSE,dpJSk5K3gTo42bemPbb6VQ,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']",Up The Junction,1,3,EDH,"127 Great Junction Street
Leith
Edinburgh EH6 5JB",Edinburgh,4.5,55.9725008,-3.1751678,['Leith']
,FALSE,dpKzQfFxRQL-fhfeSFpj_Q,"['Delis', 'Restaurants']",Ciao Gourmet Market,2,4,NC,"Charlotte International Airport
5501 Josh Birmingham Pkwy
Charlotte, NC 28208",Charlotte,2.5,35.22073608,-80.94100895,[]
,FALSE,DpnwA0gj4-9YS7LWduofcg,"['Chinese', 'Restaurants']",Cottage,1,4,NC,"6701 N Tryon St
Ste D
Charlotte, NC 28213",Charlotte,2,35.279503,-80.767024,[]
FALSE,FALSE,DPQt9KMXB9i0lF7ib3F5Mw,['Restaurants'],Hubraum,2,30,BW,"Untere Hub 1
neben dem Tennisgelände
76227 Karlsruhe",Karlsruhe,3,49.0089,8.46856,[]
FALSE,TRUE,dpRsK3JyaD3GKorVWzQUmA,"['Burgers', 'Fast Food', 'Restaurants']",Wendy's,1,8,PA,"2410 W Liberty Ave
Beechview
Pittsburgh, PA 15226",Pittsburgh,3,40.4002649,-80.0241505,['Beechview']
,,DPrZJeLvFHECDFonEb3x1A,"['Fast Food', 'Restaurants']",Baguette Express Scotland,2,8,EDH,"30 Shandwick Place
West End
Edinburgh EH2 4RT",Edinburgh,4,55.9497293,-3.209323,['West End']
FALSE,FALSE,DPtF2QWAMllTudwSeWBbhA,['Restaurants'],McDonalds Hamburgers,1,4,NC,"9725 Callabridge Ct
Charlotte, NC 28216",Charlotte,3,35.327245,-80.944451,[]
FALSE,FALSE,DptFOTAiKfGZJIFxmShwPw,"['Bars', 'Food', 'Desserts', 'Cocktail Bars', 'Nightlife', 'American (New)', 'Restaurants']",HEXX kitchen + bar,2,504,NV,"Paris Las Vegas
3655 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",Las Vegas,3.5,36.11289,-115.171282,['The Strip']
,,DPVIgqQvGjAFd1Jf3EdWSQ,"['Portuguese', 'Restaurants']",Imperio,,3,QC,"1292 Jarry Est
Villeray-Saint-Michel-Parc-Extension
montreal, QC H2E 1X7",montreal,3.5,45.54965561,-73.62205659,['Villeray-Saint-Michel-Parc-Extension']
FALSE,TRUE,DPVk5PTQPYuVA5t9wOvGLw,"['Asian Fusion', 'Sushi Bars', 'Chinese', 'Restaurants']",Kawaii Sushi and Asian Cuisine,2,119,AZ,"6530 W Happy Valley Rd
Ste 112
Glendale, AZ 85310",Glendale,3.5,33.71361496,-112.2010484,[]
FALSE,TRUE,dpwiGCOjTQC6WBWMJJGB9Q,"['Sushi Bars', 'Restaurants']",Sushi Wow,2,102,NV,"5585 Simmons St
Suite 3
North Las Vegas, NV 89031",North Las Vegas,3.5,36.2611589,-115.1803484,[]
FALSE,FALSE,dPxB4lKihaL4CsXooHHtTg,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",Nox's Tavern and Grille,2,11,PA,"720 Blaw Ave
Pittsburgh, PA 15238",Pittsburgh,4.5,40.492498,-79.862612,[]
,,DPxvtnpF7263Q35gSU8Kxw,"['Pizza', 'Restaurants']",Little Caesars Pizza,,11,AZ,"35 W Combs Rd
Queen Creek, AZ 85240",Queen Creek,4,33.2192847,-111.5639482,[]
FALSE,TRUE,dpYdTnCG4b_qiA0S_TKzjg,"['Hot Dogs', 'Restaurants']",Higley Hot Dog Hut,1,108,AZ,"16705 E Williamsfield Rd
Gilbert, AZ 85297",Gilbert,4.5,33.3068356,-111.7224137,[]
FALSE,,dQ11ZA2RFgEgG8_hFb-wCg,"['Portuguese', 'Fast Food', 'Chicken Wings', 'Restaurants']",Nando's,2,12,EDH,"32A Chambers Street
Old Town
Edinburgh EH1 1JB",Edinburgh,3.5,55.94725939,-3.191206455,['Old Town']
FALSE,FALSE,Dq2wZROluUKnerLpsRyfHg,"['Food', 'Juice Bars & Smoothies', 'Gluten-Free', 'Restaurants']",Nekter Juice Bar,2,27,AZ,"9301 E Shea Blvd
Scottsdale, AZ 85260",Scottsdale,4,33.5809114,-111.8811427,[]
FALSE,FALSE,dq3vHsNbaB2V156y-zzSYg,"['Steakhouses', 'Restaurants']",Andrew's Steak & Seafood,3,33,PA,"Rivers Casino
777 Casino Dr
North Side
Pittsburgh, PA 15212",Pittsburgh,3.5,40.446786,-80.022094,['North Side']
FALSE,FALSE,Dq6g0ubf267tWRU4BSk44A,"['Noodles', 'Chinese', 'Restaurants']",Lulu's Noodles,1,329,PA,"400 S Craig St
Oakland
Pittsburgh, PA 15213",Pittsburgh,3,40.4451449,-79.949084,['Oakland']
FALSE,FALSE,Dq7ZiVEX7G9nXZjRhL_qBw,"['Cafes', 'Restaurants']",Rush Espresso Cafe and Wine Bar,1,149,NC,"14825 Ballantyne Village Way
Ste 135
Ballantyne
Charlotte, NC 28277",Charlotte,4.5,35.0540992,-80.8519389,['Ballantyne']
FALSE,,dQALW99PZHTtnwbuUKw-bg,"['Barbeque', 'Restaurants']",Dickey's Barbeque Pit,2,14,AZ,"2748 S Alma School Rd
Mesa, AZ 85210",Mesa,3.5,33.3649886,-111.8595529,[]
FALSE,FALSE,DQf154I5lrbJ_d_pSkiGJg,"['American (Traditional)', 'Restaurants']",Shady Grove,2,155,PA,"5500 Walnut St
Shadyside
Pittsburgh, PA 15232",Pittsburgh,3.5,40.4509561,-79.93355,['Shadyside']
FALSE,FALSE,dQjaHoo89bLymdMm4S5_1g,"['Restaurants', 'Italian']",Moonlite Cafe,2,20,PA,"530 Brookline Blvd
Brookline
Pittsburgh, PA 15226",Pittsburgh,4.5,40.3955323,-80.0228158,['Brookline']
FALSE,FALSE,dQlvrZUS-BOxs9KperQbCg,"['Fast Food', 'Sandwiches', 'Restaurants']",Arby's,1,8,NV,"4954 Boulder Hwy
Las Vegas, NV 89121",Las Vegas,3,36.1134135,-115.0659881,[]
TRUE,TRUE,DQlVVaGbMxf3Ed6rp8A3kA,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants', 'Sports Bars', 'Pizza']",Final Round Sports Bar & Grill,1,53,AZ,"5030 S Mill Ave
Ste D20-21
Tempe, AZ 85282",Tempe,4,33.3794391,-111.9403504,[]
FALSE,FALSE,dqmyyZuYWFZ5_iH4v3GmEQ,"['Sushi Bars', 'Japanese', 'Restaurants']",Sushi Bros,2,55,AZ,"8841 N 19th Ave
Phoenix, AZ 85021",Phoenix,4.5,33.5657923,-112.0991561,[]
FALSE,,dQokpkrhn-TiJnUEVh7g-w,"['Thai', 'Chinese', 'Restaurants']",Hong Kong Express II,1,4,PA,"529 Ct Pl
Downtown
Pittsburgh, PA 15219",Pittsburgh,3,40.437018,-79.997166,['Downtown']
FALSE,FALSE,dQQ1uDWU1smZn_ZRjCVbtw,"['Delis', 'Fast Food', 'Sandwiches', 'Restaurants']",Firehouse Subs,1,35,AZ,"9897 W. McDowell Rd.
Tolleson, AZ 85353",Tolleson,3.5,33.4637088,-112.2711666,[]
FALSE,TRUE,dQQ4wVKoGZGpqo_SAxz_NQ,"['Burgers', 'Pizza', 'Sandwiches', 'Restaurants']",Sundance Pizza and Tastee Freeze,1,24,AZ,"512 E Wickenburg Way
Wickenburg, AZ 85390",Wickenburg,4,33.9718929,-112.7222862,[]
FALSE,,Dqrwx3Za1_ZJStjXmZ1wjg,"['Hot Pot', 'Mongolian', 'Chinese', 'Restaurants']",Little Sheep Mongolian Hot Pot,,7,QC,"7209 Blvd Taschereau
Ste 109
Brossard, QC J4Y 1A1",Brossard,3.5,45.4613321,-73.4651173,[]
FALSE,,DqsSeBoI_YNev0OLb8H9Ew,"['Burgers', 'Fast Food', 'Restaurants']",McDonald's,1,4,QC,"430 28E Av
Lachine
Lachine, QC H8S 3Z4",Lachine,3,45.4366282,-73.687915,['Lachine']
,,dqTrcqux7Ro4ack4fXC1fg,"['Food', 'Burgers', 'Hot Dogs', 'Ice Cream & Frozen Yogurt', 'Restaurants']",Dairy Queen,1,3,ON,"330 The Boardwalk
Suite 1
Waterloo, ON N2J 3Z4",Waterloo,4.5,43.43761428,-80.56242664,[]
FALSE,FALSE,dqUNxoAI1tHMHdsuK0QfHw,"['French', 'Restaurants']",Restaurant Le Jurancon,3,9,QC,"1028 Saint-Zotique Rue E
Rosemont-La Petite-Patrie
montreal, QC H2S 1N2",montreal,5,45.5389447,-73.6052463,['Rosemont-La Petite-Patrie']
FALSE,FALSE,dqXejNUbrRZh6vky2n_aMg,"['Chinese', 'Restaurants']",Deer Garden Restaurant,2,6,QC,"1162 Saint-Laurent Boul
Ville-Marie
montreal, QC H2X 2S5",montreal,3,45.5088565,-73.5620677,['Ville-Marie']
FALSE,TRUE,DQY3RlqV7LlD3w4UJXiPeg,"['Burgers', 'Restaurants']",Burger King,1,9,AZ,"524 E Wickenburg Way
Wickenburg, AZ 85390",Wickenburg,3.5,33.9697962,-112.7204895,[]
FALSE,TRUE,DqzyOJTJXu0Iwi8og5DJDA,"['Thai', 'Chinese', 'Restaurants']",Ocha Thai Cuisine,1,192,NV,"1201 Las Vegas Blvd S
Downtown
Las Vegas, NV 89104",Las Vegas,4,36.1566896,-115.148347,['Downtown']
,,dr26mA5oXzOg5zFICA76KA,"['Italian', 'Fast Food', 'Pizza', 'Restaurants']",Dough,,6,EDH,"172 Rose Street
New Town
Edinburgh EH2 4BA",Edinburgh,4.5,55.9514352,-3.2043411,['New Town']
FALSE,TRUE,DR4xcr3eJ0vfYRomvx036w,"['Cantonese', 'Noodles', 'Chinese', 'Restaurants']",Wah Kee Wonton Noodle,1,121,WI,"600 Williamson St
Ste E
Williamson - Marquette
Madison, WI 53703",Madison,4,43.0769499,-89.3745611,['Williamson - Marquette']
FALSE,,D-r8mP8Aj_mkmp3i9TQkKw,"['Burgers', 'Sandwiches', 'Salad', 'Restaurants']",Le Best Of,1,3,QC,"4520 Avenue Papineau
Plateau-Mont-Royal
montreal, QC H2H 1V3",montreal,3.5,45.5330909,-73.5751844,['Plateau-Mont-Royal']
FALSE,FALSE,drA-GxSBKzPMx4VjfAMd1w,"['Modern European', 'Tapas/Small Plates', 'Restaurants']",Credo,2,3,EDH,"46 Queen Charlotte Street
Leith
Edinburgh EH6 7EX",Edinburgh,4,55.9733825,-3.1674314,['Leith']
FALSE,FALSE,dRas-lkshHzfN3kY8chwcA,"['Food', 'Beer, Wine & Spirits', 'Steakhouses', 'Diners', 'Restaurants']",Tom Colicchio's Heritage Steak,4,292,NV,"The Mirage Hotel & Casino
3400 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",Las Vegas,3.5,36.12160849,-115.1739997,['The Strip']
FALSE,TRUE,DRC8d7Qsbg7UI675ooXUGw,"['Breakfast & Brunch', 'Restaurants']",IHOP Restaurant,1,45,AZ,"20710 E Victoria Ln
Queen Creek, AZ 85142",Queen Creek,2.5,33.25175566,-111.636984,[]
FALSE,FALSE,dREfKdUDLsSd1LL7-_6rLw,"['Korean', 'Restaurants']",Restaurant Atti Montreal,2,35,QC,"2077 Rue University
Ville-Marie
montreal, QC H3A 1T9",montreal,3,45.5048113,-73.5729471,['Ville-Marie']
FALSE,TRUE,dRejAgrPIwD6AcykS5Re9g,"['Food', 'Ice Cream & Frozen Yogurt', 'Juice Bars & Smoothies', 'Sandwiches', 'Restaurants']",Cherry Berries,1,32,NV,"2405 Eastern Ave
Downtown
Las Vegas, NV 89104",Las Vegas,4,36.14441298,-115.1186299,['Downtown']
FALSE,FALSE,DRekXCjdmPESqDpwaQ0x2w,"['Mexican', 'Restaurants']",Tortas Paquime,1,31,AZ,"4344 W Indian School Rd
Phoenix, AZ 85031",Phoenix,4,33.4968935,-112.1536174,[]
FALSE,TRUE,DReLu6HuFOm4p-jYZpgQkw,"['Thai', 'Restaurants']",Thai House At Tower Place,2,115,NC,"8706 Pineville Matthews Rd
Charlotte, NC 28226",Charlotte,3.5,35.089035,-80.8670549,[]
FALSE,FALSE,Drf2RxbCnVybNiDcFuPFtg,"['German', 'Restaurants']",Schwarzwaldstube,,4,BW,"Hauptstr. 45
76287 Rheinstetten",Rheinstetten,3,48.975,8.31374,[]
FALSE,,drhpbx_wR08pvCUmyqPhkA,"['Pizza', 'Restaurants']",Papa John's Pizza,2,10,PA,"4815 Centre Ave
Ste 4
Bloomfield
Pittsburgh, PA 15213",Pittsburgh,2.5,40.4537413,-79.9469394,['Bloomfield']
FALSE,FALSE,drJpzE3cxE0MQUq7gkzRvg,"['Sandwiches', 'Restaurants']",Uncle Sam's Submarines,1,67,PA,"210 Oakland Ave
Oakland
Pittsburgh, PA 15213",Pittsburgh,4,40.44122235,-79.95674103,['Oakland']
FALSE,FALSE,DrkBCczjVhnh4E9z1bUvvA,"['Asian Fusion', 'Sushi Bars', 'Japanese', 'Restaurants']",Kanda Sushi Bar,2,10,QC,"2340 Blvd Lapinière
Brossard, QC J4Z 2K7",Brossard,3,45.4721952,-73.4671149,[]
FALSE,TRUE,DRMwvfM0fg-GY4hD5P9apA,"['Sandwiches', 'Restaurants']",Capriotti's Sandwich Shop,1,59,NV,"7291 S Eastern Ave
Southeast
Las Vegas, NV 89119",Las Vegas,3,36.0574572,-115.120315,['Southeast']
FALSE,TRUE,drqCrnSqtGffJ1z60aWkxg,"['Bars', 'American (Traditional)', 'Pubs', 'Nightlife', 'Sports Bars', 'Restaurants']",Tilted Kilt Pub & Eatery,2,124,AZ,"660 West Warner Road
Tempe, AZ 85284",Tempe,3,33.3349193,-111.9485887,[]
FALSE,,dRSs6fSLY_DQTWOeo09Thw,"['Fast Food', 'Restaurants']",Sonic Drive-In,1,16,AZ,"1111 E US Hwy 85
Buckeye, AZ 85326",Buckeye,3,33.3763925,-112.5712477,[]
FALSE,,DrtgcmTbiOA9e32TGeBijA,"['Restaurants', 'Italian']",Restaurant La Strada,3,8,QC,"600 Boul SaintJoseph
Lachine
Lachine, QC H8S 2M1",Lachine,4.5,45.4316736,-73.6694594,['Lachine']
TRUE,FALSE,dRvMxzM4mNdyLlVOqUzG1w,"['Food', 'Burgers', 'Hot Dogs', 'Desserts', 'Restaurants']",Dog Haus,1,112,NV,"4480 Paradise Rd
Eastside
Las Vegas, NV 89169",Las Vegas,4.5,36.108898,-115.151261,['Eastside']
FALSE,FALSE,DRWMH2PTo8-zMuh0vtJkxg,"['Afghan', 'Restaurants']",Kabab King,2,19,AZ,"2640 W Baseline Rd
Phoenix, AZ 85041",Phoenix,4.5,33.378411,-112.1156714,[]
,,dRxHjt418sFRxhyC-FwJtQ,"['Sandwiches', 'Restaurants']",Jetbox Market,,3,AZ,"Phoenix SkyHabour Aurport
3400 E Skyharbour Blvd
Phoenix, AZ 85034",Phoenix,2,33.43753275,-112.00229,[]
FALSE,TRUE,d-rZazFFYvnjRZUhLTEUZg,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",Legends Bar & Grill,2,55,AZ,"3655 W Anthem Way
Phoenix, AZ 85086",Phoenix,3,33.8656325,-112.1385696,[]
FALSE,,Ds15PXK8uFDvkvVDaBuOVw,"['Greek', 'Fast Food', 'Restaurants']",Kostalexis Gyros Pita,1,14,BW,"Kaiserstr. 65
76131 Karlsruhe",Karlsruhe,4.5,49.0091593,8.4112859,[]
FALSE,FALSE,DS2smdabGmgClXvlvYB9xg,"['Pizza', 'Restaurants']",Bonanno's New York Pizzeria,2,72,NV,"MGM Hotel & Casino Food Court
3799 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109",Las Vegas,3,36.10278945,-115.1698896,"['Eastside', 'The Strip']"
FALSE,FALSE,ds6xjxHW9aJpYXA44DacZQ,"['American (Traditional)', 'Barbeque', 'Restaurants']",Dukes Rib House & Grille,2,20,PA,"1910 Cochran Rd
Pittsburgh, PA 15220",Pittsburgh,3,40.39394383,-80.06326302,[]
FALSE,FALSE,DScAYRPPKaqt1NBkCbibHg,"['Fast Food', 'Mexican', 'Restaurants']",Chipotle Mexican Grill,1,49,AZ,"6602 E Superstition Springs Blvd
Pad C
Mesa, AZ 85206",Mesa,3.5,33.3849777,-111.6900399,[]
FALSE,FALSE,DsCe_O6mYFCdx0XpCLUAHQ,"['Sushi Bars', 'Japanese', 'Vegan', 'Restaurants']",Sushi Momo,2,13,QC,"4669 Rue Saint-Denis
Plateau-Mont-Royal
montreal, QC H2J 2L5",montreal,4,45.5250677,-73.5849511,['Plateau-Mont-Royal']
FALSE,,Dskf5M6jTE3xpqDLGb1OlQ,"['Breakfast & Brunch', 'Restaurants']",Tutti Frutti,2,6,QC,"1415 Rue Saint-Hubert
Ville-Marie
montreal, QC H2L 3Y9",montreal,1.5,45.51576695,-73.55947429,['Ville-Marie']
FALSE,TRUE,dSKxZU3Puy77MUTMXwDlgQ,"['American (New)', 'Restaurants']",Tivoli Gardens,2,35,AZ,"12535 W Bell Rd
Surprise, AZ 85374",Surprise,3,33.6380661,-112.3311895,[]
FALSE,FALSE,DsMez0mCXw6dBTW2jQQQBw,"['Sushi Bars', 'Restaurants']",Kanda,3,8,QC,"1110 Boul Le Corbusier
Laval, QC H7N 0A8",Laval,2.5,45.5578519,-73.7249864,[]
FALSE,TRUE,DSmf2pEVsFck1Hc0JBx0Vw,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']",Denny's,1,25,NV,"Wild Wild West Casino
3330 W Tropicana Ave
Las Vegas, NV 89103",Las Vegas,2.5,36.1013556,-115.1849453,[]
FALSE,TRUE,dsMvINhoQbIQgSRTBv2B6g,"['Seafood', 'Restaurants', 'American (New)', 'Italian']",Caffe Boa Ahwatukee,2,140,AZ,"5063 E Elliot Rd
Phoenix, AZ 85044",Phoenix,3.5,33.3476259,-111.9760265,[]
FALSE,FALSE,dSoIpJngArTiFW7oIfeplw,"['Vietnamese', 'Restaurants']",Hà,2,35,QC,"243 Avenue Mont-Royal Ouest
Plateau-Mont-Royal
montreal, QC H2T 2T2",montreal,4,45.5177116,-73.5887789,['Plateau-Mont-Royal']
FALSE,TRUE,dSrt1yGR3SUhvZvv1wyzrA,"['Fast Food', 'Restaurants']",Arby's,1,21,AZ,"442 N Litchfield Rd
Goodyear, AZ 85338",Goodyear,3,33.45232883,-112.3587236,[]
,FALSE,dsSVK4WlCD5iNtL_weFprg,"['Food Stands', 'Restaurants']",Gyros N'at,,6,PA,"512 Braddock Ave
Pittsburgh, PA 15104",Pittsburgh,5,40.40430529,-79.87037929,[]
