business_id,name,city,attributes.Price Range,review_count,stars,latitude,longitude,cuisine,,
2B-pcUEMVkhghGAeuptxBA, Wendy's, Madison ,1,11,1.5,43.0751289,-89.394324, Burgers,,
2bzcJo6z_ipeDGLf009Xpw, Southern Ontario Smoked BBQ, Kitchener ,2,18,3.5,43.435174,-80.51601, Barbeque,,
2CcO6bTk9Fs3sAwodab3-w, Hong Kong Chinese Cuisine, Phoenix ,1,27,3.5,33.6115391,-112.1007962, Chinese,,
2ceeU8e3nZjaPfGmLwh4kg, Casey Moore's Oyster House, Tempe ,2,597,4,33.421269,-111.943306, Seafood,,
2cIEpsD_mv5zLaAM1B_JZA, Brisam's, Cave Creek ,2,100,4,33.7709852,-111.9793656, Burgers,,
2ckXrk0KWWOaYw_CJKdY2w, 3rd Avenue Grill, Scottsdale , ,3,3.5,33.4964827,-111.9248508, American (Traditional),,
2C-LUkc5Y6fhUpJyTNadFg, Sergio El Pollo Feliz, Phoenix , ,7,4,33.389154,-112.064148, American (Traditional),,
2cM1L2ngS5YLR_3APAaxfQ, Cafe Imagination, montreal ,1,9,4,45.4961092,-73.5731796, Cafes,,
2cughmchl1LmKp8jQVDP1g, Restaurant Cafe Promenades Saint-Hubert, montreal , ,3,4,45.5365011,-73.6026311, Canadian (New),,
2cupks8QYzFpMYDiysGOug, Don's Diner, Pittsburgh ,1,6,5,40.4716476,-80.037313, Anonymous,,
2CVv0URvnKNXA5EfeEb9Eg, Crazy Mocha Coffee, Pittsburgh ,1,14,3.5,40.4579855,-79.9352334, Coffee & Tea,,
2c-wfOepOw-m2U1Bb4bAIA, Tampopo, montreal ,2,16,3,45.5268401,-73.5795328, Thai,,
2Cxq5noMJdIo-0K2zd8JYw, Harbor Inn, Charlotte ,2,29,3,35.287171,-80.728185, Seafood,,
2D_JQtSqgRWo9R5CdRtTKQ, Bishop & Bagg, montreal ,2,40,4,45.5252209,-73.5994348, Breakfast & Brunch,,
2D7amHyeakOVlsSywblMkw, Denny's, Mesa ,1,22,3.5,33.39132506,-111.6851515, Breakfast & Brunch,,
2d8XkodNp0PvV-hqaQACdw, Hawaiian Food Online, Las Vegas , ,3,3.5,36.1437297,-115.2376269, Hawaiian,,
2Dbg35sPSGmZGcbBVNa9dA, Kung Fu Thai & Chinese Restaurant, Las Vegas ,2,371,3.5,36.1261484,-115.1904588, Thai,,
2DDY0JRc8q8PApPEPF-vGQ, Red Lobster, Concord ,2,40,2.5,35.3707672,-80.7158178, Seafood,,
2DgtpHdWPwUenOwwpQdkrQ, Gluten Free Goat Bakery, Pittsburgh , ,9,4.5,40.46542881,-79.94505395, Anonymous,,
2dhfkraQr7AcmYIQHOed_w, Mr Chicken, Phoenix ,1,11,3,33.391808,-112.096008, Chicken Wings,,
2DHLbZFzaIot3nk16HMg7Q, Greens and Proteins, North Las Vegas ,2,59,4,36.2725607,-115.2061454, Burgers,,
2dioqPw6txEgB397frYg-A, Tamba, Las Vegas ,2,416,3.5,36.106542,-115.17204, Indian,,
2dJ_UPPCpcjo5JeYPnjaYw, Schlotzsky's, Phoenix ,1,25,3,33.4798593,-111.9854952, Anonymous,,
2dJCG0ec0ZhFxIHLTI7EwA, El Chavo Mexican Restaurant, Mesa ,1,15,4.5,33.4339891,-111.822679, Mexican,,
2DNpYa2BW5gRsI70tU1wWA, Downtown Crown Pub, Las Vegas ,2,57,3.5,36.15914914,-115.1526729, British,,
2DOJ2GyphXQf_f3OKJEPzw, El Bravo, Phoenix ,1,54,2.5,33.43895913,-112.0063169, Mexican,,
2DT4Lxjyt3F1ZJt8Mt0o4Q, Nigerian Cuisine, Las Vegas ,2,19,3,36.0987051,-115.1367778, Anonymous,,
2dUrYkzgoIuFC8hu1DTknw, Kebab Mahal, Edinburgh ,1,58,4,55.9469623,-3.1859303, Indian,,
2Duvv1fLc2-rBYDN0XC2iA, Hog's Heaven BBQ, Henderson ,1,12,4,36.05697411,-115.0566142, Barbeque,,
2dz6psLH_yvejmYaiq0_HA, Bedder Bedder & Moore-Montford Abbey, Charlotte ,1,22,3.5,35.170641,-80.84658, Breakfast & Brunch,,
2e1to_xZayL48779bJtR9g, Subway, Phoenix ,1,10,3,33.5099835,-112.0835294, Fast Food,,
2e2e7WgqU1BnpxmQL5jbfw, Earl of Sandwich, Las Vegas ,1,4687,4.5,36.10993,-115.170862, Anonymous,,
2E3OHy9UBnj3hoVw9RKx-Q, Fulton Street Food Hall, Las Vegas ,2,85,3.5,36.1193098,-115.1717702, Cafes,,
2E3RwtfFDrxk5qEezocP4A, LongHorn Steakhouse, Chandler ,2,97,3.5,33.319246,-111.969186, American (Traditional),,
2e4LeI46Mo9YF24RnnJadQ, Smashburger, Glendale ,1,109,3.5,33.6107648,-112.1853698, Burgers,,
2E5iuTckRcbtJm2pC1tIlQ, Samurai Sam's, Scottsdale ,1,19,3.5,33.5733663,-111.8626899, Japanese,,
2E6VGlEiabtIdHgIqZ6giw, Jimmy John's, Casa Grande ,1,10,3.5,32.87902702,-111.7302511, Anonymous,,
2EBfRBpgOsL0aZe8Utmv8Q, Allô Mon Coco, La Salle , ,5,3,45.44904693,-73.60931474, Breakfast & Brunch,,
2eedL3hDviwReK0w1NkRIw, Brunos Pizza, Peoria ,1,24,4,33.568119,-112.2036292, Pizza,,
2EEmhVhG5SCt8dEo5zf-Hg, Vietnam's Pho, Pittsburgh ,1,118,3.5,40.4494621,-79.98692, Vietnamese,,
2EKfKOBIuLiCjnXv3fltrQ, Olly Bongo's, Edinburgh ,1,24,4,55.9456591,-3.1903111, Coffee & Tea,,
2ekt7hZde4jY7fenBuG-pw, Mozy's Shawarma, Waterloo ,1,73,4.5,43.4760346,-80.52570283, Middle Eastern,,
2ew7Ol0Nxbk_AGAtHXnnMA, Rhino Market & Deli, Charlotte ,1,93,4.5,35.22971959,-80.86591418, Breakfast & Brunch,,
2F0Ix-kZADPqjbjYwDNWdQ, Subway, Chandler , ,7,3,33.3187677,-111.8912446, Fast Food,,
2f1SJghVS6k1eWIN13d6Rg, Rollo, Edinburgh ,2,12,4.5,55.95932469,-3.214328214, Anonymous,,
2f7TvlG5zcuMCHcQjxqS6A, Dom DeMarco's Pizzeria & Bar, Las Vegas ,2,494,4,36.1588974,-115.3115031, Italian,,
2FeI5q8Sm1Hk9jF4XGJbgw, Hong Fu Noodle, Edinburgh ,2,7,3,55.9537887,-3.1877579, Chinese,,
2fG3XOwCz8iq2g94mBub9Q, Geno's Giant Slice, Gilbert ,1,30,3,33.3767877,-111.7229301, Pizza,,
2FIdwK2ljZFppK7qM0-haw, Restaurant L'Impressionniste, Saint-Eustache ,4,8,4,45.5703255,-73.8700381, French,,
2fiJ2xbp-HgHA0X8zttrdw, L'Oeufrier, Vimont ,2,7,4,45.5822794,-73.7061835, Breakfast & Brunch,,
2Fn5-x5IX7CfhCKFYaZGyA, Market Grille Cafe, Las Vegas ,2,338,4,36.2903141,-115.2877293, Greek,,
2fS1ssXEmuXH7t2zNx_DZQ, Judy's Café, Karlsruhe ,2,4,4.5,48.9881413,8.4743368, Cafes,,
2ftNAAakpz-8nYLkUnx6xQ, Deli Fresco, Edinburgh ,1,11,4.5,55.9542757,-3.1873516, Coffee & Tea,,
2FudHUhV9U54dm0S1ePuCw, Fair Trade Cafe, Phoenix ,1,187,4,33.4598732,-112.0739694, Cafes,,
2FurIZ1RmC9HndCQJAZJKA, Jack in the Box, Las Vegas ,1,11,3.5,36.2176761,-115.2131292, Fast Food,,
2FV_iT9RACp_nAfwN6wjJw, Cookie's BBQ, Las Vegas ,1,5,3.5,36.1886225,-115.1570995, Barbeque,,
2g4mMfy5COvUlzZWfuQkKQ, Taco Bell, Urbana ,1,17,2.5,40.11634,-88.22085, Fast Food,,
2gBKQ-epOTPMNvXoGyyVbQ, China King, Casa Grande ,1,11,3,32.87663833,-111.74778, Chinese,,
2G-I9lROOVwkIkBSE8iVZg, Mortimer's Cafe and Pub, Charlotte ,2,149,3.5,35.225378,-80.841961, American (Traditional),,
2GIfUchYadO_ulge3B6nlA, Potbelly Sandwich Shop, Scottsdale ,1,69,4,33.6097156,-111.926258, Anonymous,,
2gkzsNHnRTyeux0Rkz1Ogw, Café Nomad Station, montreal ,1,4,3,45.5003915,-73.5574235, Anonymous,,
2gL-Mhq2zpesKfgEilD5BA, Cafe Et Restaurant Toot, montreal , ,6,4.5,45.496425,-73.5737, Cafes,,
2gmhzfrwCJ1Tq_D8FkGUKA, Zibo, montreal ,2,4,3.5,45.5028443,-73.5688324, Pizza,,
2Gvg45qaL6icaFKDjA4yyg, MTO Café, Las Vegas ,2,197,3.5,36.15087149,-115.3330816, Breakfast & Brunch,,
2hbyn_VXBL2dtuk15DhO3A, Pizzaiolle Mont-Royal, Mont-Royal ,2,9,4.5,45.5163,-73.643568, Pizza,,
2hfl1OycrsTSKEIlkKaP6A, Jacques Cafe, Las Vegas ,2,155,4,36.19332653,-115.3040633, Breakfast & Brunch,,
2Hh2SOWvp5IkAAO4PQ0n2Q, Torrey Pines Pub, Las Vegas ,1,28,4,36.1959297,-115.2324529, American (Traditional),,
2HHf0hiKtZm5nzt3irlaDA, Pepe's Taco Villa, Phoenix ,1,96,4,33.5098155,-112.1045313, Mexican,,
2hhUners_f_O2pGqSHr41A, CIRC, Madison ,2,6,4,43.0756129,-89.3865836, Breakfast & Brunch,,
2hIKRM-dQlQBzTIscqE6qw, La Cervoise, montreal ,2,23,4,45.5491929,-73.5417842, Breakfast & Brunch,,
2HKxkfNeJxEKNQRfeBJI8A, FF Pizza, montreal ,2,5,3,45.5210209,-73.5538577, Pizza,,
2hM--u1QSxnJsdsExT42Lw, Waffle House, Charlotte ,1,9,3.5,35.170397,-80.7438279, Anonymous,,
2HRwlEmWi-WcLh9uVQ1fsg, Hardee's Red Burrito, Charlotte ,1,6,3.5,35.3075148,-80.8438944, Burgers,,
2hTbsev_7hF8Fyla0zoUAw, Nuraghe, Karlsruhe ,3,24,4,49.0551485,8.3814993, Italian,,
2I666dqzs1XB6xigIKa9bA, Tom's Tavern & 1929 Grill, Phoenix ,2,84,3,33.44842482,-112.0748021, American (Traditional),,
2Igiyhi82R8_QaaPplRmCw, The Dor-Stop Restaurant, Pittsburgh ,1,275,4.5,40.396012,-80.034727, Breakfast & Brunch,,
2iHb37ykswa_xQV-X3RgXg, Sushi Hagi, Las Vegas ,2,52,5,36.10173652,-115.1004346, Sushi Bars,,
2iiCazdKZjFYy46FR8iySA, Circle G Restaurant, Charlotte ,1,12,4.5,35.2724109,-80.8898552, Anonymous,,
2iq_p-JWlSBVjXgWSSSBkQ, Papa Murphy's, Glendale ,2,4,4,33.5675177,-112.1703705, Pizza,,
2iVnO23-gLBM_PTBCLynAw, Dersim Kebab House, Edinburgh ,2,7,4,55.9415254,-3.2233743, Anonymous,,
2J_Og-4_BkxPbbnzjfaTjA, Zydeco Po-Boys, Las Vegas ,2,98,4.5,36.16761749,-115.1401375, Anonymous,,
2J1DtN7FjGICQcgRei3jKA, Peter Piper Pizza, Phoenix ,1,28,4,33.6395383,-112.0717546, Pizza,,
2J6Ffxeb4nk3BAtbC1nxqw, Indigo Grille, Buckeye ,1,13,3,33.6658814,-112.6229986, American (Traditional),,
2J6pdzKizFye435wkEcMpg, Vongruen, Karlsruhe ,2,5,4,49.0087904,8.3898076, Burgers,,
2j9wvVrHdy6xdzNWR6Xkyg, Grillade Lafirenze, montreal ,3,3,2,45.5340124,-73.5983782, Anonymous,,
2jeEgmAXqxuHXw0K0kpBWA, The Original Pancake House, Green Tree ,2,77,4,40.39116651,-80.07381965, Breakfast & Brunch,,
2jxWAJrqC0kfuhp3PXRFUw, The Spice Pavilion, Edinburgh ,2,17,4.5,55.9564765,-3.1987516, Indian,,
2JZv-P1lDKOPKvefQlYDEQ, Village Tavern, Scottsdale ,2,206,4,33.56622856,-111.9248988, Burgers,,
2k5Tvw4XTMGNE6wh_kexdQ, One Life Raw Juice Bar, Charlotte ,1,18,4.5,35.1731814,-80.8400346, Anonymous,,
2K9eURgPlFoL2KJkxk5NaQ, Taco Bell, Henderson ,1,36,4.5,36.0563,-115.0411, Fast Food,,
2kc0V6IlY4XKTHvyZlMbHg, Original Chicken Tender, Las Vegas ,1,13,3.5,36.10229166,-115.1695031, Chicken Wings,,
2kCgC1VAEs3K8SJ86S6Fog, Papas Pizza To-Go, Matthews ,2,7,4,35.0264103,-80.7630602, Pizza,,
2KiC2dj6rf3UWuvj6RPAgw, Tempest Oyster Bar, Madison ,3,157,4,43.07393002,-89.37962415, Seafood,,
2KiYFngbDrm5CuIxtg7baQ, Centro America Restaurant, Las Vegas ,2,23,3.5,36.1431011,-115.2265239, Anonymous,,
2K-XaFjaHUR8Dp6QAihITg, P&G's Pamela's Diner, Pittsburgh ,1,322,4,40.4519715,-79.9836571, Breakfast & Brunch,,
2kXYR2pBGocyFlh619R5Qw, Pizzalinni, Kirkland ,2,3,3.5,45.4570628,-73.8645948, Pizza,,
2l4UTdi_F9zVZ1Kv4Fj-zQ, Hedary's Mediterranean Restaurant, Las Vegas ,2,167,4,36.1430817,-115.2536257, Greek,,
2LBDXMZOsSe0Z0p6Ut1RDw, Tacos El Tapatio, North Las Vegas ,1,7,5,36.2623651,-115.1714144, Mexican,,
2lDINr8qVosJ9CoX883T2Q, Costco Food Court, Henderson ,1,4,4,36.06941795,-115.0377862, Anonymous,,
2lF_8RZRBd9STfk_QwAtmg, Umiya Sushi, Las Vegas ,2,924,4.5,36.1154185,-115.2006442, Seafood,,
2lLPZQMDbMFSDDJCd-5dsw, Jack-In-the Box Drive Thru, Phoenix ,2,11,2.5,33.4659854,-112.0540367, Fast Food,,
2lMB0DrkCOhTbUzlEZuF3A, Mirak, Las Vegas ,2,6,3,36.12681086,-115.2416183, Korean,,
2LReRp3yoccIQDV8LYaSqw, Ivy Burger Co, Charlotte ,1,4,3.5,35.2270869,-80.8431267, Burgers,,
2LuF9OdWnngnlPeqjYISJQ, Barro's Pizza, Mesa , ,3,4.5,33.4329528,-111.8449346, Pizza,,
2lWWQWdSVwT7KHrtXFDHuA, L'Express, montreal ,3,379,4.5,45.5202676,-73.5744113, French,,
2LYLnSVja3u921WP_2Jo6w, Indian Cavalry Club, Edinburgh ,2,15,3,55.947754,-3.2130862, Indian,,
2LZdhuiDH4RkDHQnHAOcnw, Proof, Scottsdale ,2,120,4,33.731835,-111.852751, American (Traditional),,
2M2YVFrOYxkJsqiqxdMrsA, Marco Bar & Grill, Sainte-Anne-De-Bellevue ,2,7,2.5,45.4033431,-73.9511366, Italian,,
2mcmuAvpNIJuV3gV0v9v2A, Pholicious, Peoria ,1,130,3.5,33.5966879,-112.2223238, Vietnamese,,
2mKC1oXdGCl2w8SAZK8fjw, Delights, Las Vegas ,2,84,3.5,36.1069705,-115.1671331, Anonymous,,
2MmMDll1ZGouFtz_87X5RQ, Greens Gaming & Dining, Henderson ,1,8,2,36.0538963,-115.0840778, American (New),,
2M-UBKKG7DyAXcvGLwNH2w, Intermezzo Café, Urbana ,1,11,3,40.108,-88.222501, American (Traditional),,
2M-vsaPrhJCFz726eopeJA, Mekong Sandwiches, Mesa ,1,92,4.5,33.41390127,-111.8759815, Vietnamese,,
2MW8urGKksrdsH46rzkj-A, Sonic Drive-In, Mesa ,1,8,2,33.437944,-111.683737, Fast Food,,
2Mx-_HtveweqRVOyHtiSuQ, The Counter Phoenix, Phoenix ,2,138,3,33.4488663,-112.0738152, Burgers,,
2MY2YOCvReXGpXxtN0_a3A, Greek Bistro, Henderson ,2,241,4.5,36.062368,-115.0369872, Greek,,
2N_CsFJdBNqSQY5uSsHbvA, Steak, Edinburgh ,3,24,3.5,55.9571631,-3.1872526, Steakhouses,,
2N4gFWxQYvhr9GfYiMyROg, Fast Biryani, Madison ,1,53,4,43.13291034,-89.30237976, Indian,,
-2NCvK5807Nxs9GUb2Eo1g, Juliana Pizza Family Restaurant, Charlotte ,1,24,3.5,35.137534,-80.739321, Pizza,,
2Nf2NqvfkrpCecdoB6-e2g, Salsas Mexican Grille, Charlotte ,2,72,3.5,35.1376239,-80.9318719, Mexican,,
2nkuS1wG4y_32VfJ9mJT9A, Grill Bistro (Le), montreal ,2,10,1.5,45.5073865,-73.5526926, Canadian (New),,
-2n-OHbbwIv3SY8RP9bgTQ, Maggiano's Little Italy, Las Vegas ,2,981,4,36.12760705,-115.1685336, Italian,,
2npRyj76jDA_YuKiZn3rlQ, Subway, Castle Shannon , ,5,1,40.3690567,-80.03484344, Fast Food,,
2nRrIGYmIvLiS29FCjpLLg, Nekter Juice Bar, Phoenix ,1,17,4.5,33.5082758,-112.0372054, Anonymous,,
2nsDAIDkyD1sfE4ImA0oYw, Uni Wok, Waterloo , ,4,4,43.476073,-80.526301, Chinese,,
2nsOrLJ143O9l1eREnb0ug, Sonic Drive-In, Las Vegas ,1,27,3,36.1154286,-115.1017728, Fast Food,,
2nx6I9DxZa63sV5jj-PdAA, Kojax Souvlaki, Saint-laurent , ,3,4,45.49645252,-73.70633157, Greek,,
2nXnAd2SQ8XzT4CCfgVDPQ, Thai Chili 2 Go - Chandler, Chandler ,1,10,4.5,33.26399552,-111.8575841, Thai,,
2nzUx_M8Szyzsf4CszHasw, Crackers & Co Cafe, Mesa ,2,364,4.5,33.3840839,-111.8436964, Breakfast & Brunch,,
2O4Csd1NHD-L9M99GPMRlA, Miyamoto- Epicerie Japonaise, Westmount ,2,8,4.5,45.478421,-73.602753, Sushi Bars,,
2o8wGRVSn1UCrwSMqwgu-g, Rubio's, Tempe ,1,49,3.5,33.3644506,-111.9130869, Mexican,,
2o9Q_POBRcApxLCNcuSWvA, Ichiban Hibachi Steakhouse, Pittsburgh ,2,7,3,40.4869863,-79.8868327, Steakhouses,,
2oHqiK6IrlIGc_M-i114sw, Don Tortaco Mexican Grill, North Las Vegas ,1,26,3.5,36.23892554,-115.162763, Mexican,,
2OHzwWxfl3DsHdAcRZOykA, Mr Burrito, Tempe , ,4,2.5,33.407811,-111.954719, Mexican,,
2oIF6bue6kZ5MWOhH6oz3A, In-N-Out Burger, Queen Creek ,1,27,4.5,33.258769,-111.640367, Burgers,,
2okugXUsb5dJ2nDAdtNjKA, Sushi Mon, Las Vegas ,2,171,3.5,36.14466602,-115.272706, Sushi Bars,,
2Ol5IT7nu5WBm0ldD-ERKA, Kevin's Deli, Pittsburgh ,1,24,4.5,40.4469698,-79.9507326, Anonymous,,
2oRj5Qh18pCMPlvHFmyoow, Old Homestead Steakhouse, Las Vegas ,4,299,3.5,36.11692218,-115.175011, Steakhouses,,
2osCg0B59ufrXHQk06_Hvw, burger factory, Henderson ,1,16,3.5,36.0680638,-115.0417002, American (New),,
2owT9j-7HXR-wtPmrIzDxA, Bad Daddy's Burger Bar - Dilworth, Charlotte ,2,373,4,35.199097,-80.840805, Burgers,,
2OY8xs4aqOt8eTnYokdrww, Elements, Paradise Valley ,3,379,4,33.52200608,-111.9594255, Breakfast & Brunch,,
2oYhEHgSDLqYXYlAqnChuw, Caminero Mexican Restaurant, Peoria ,1,79,4,33.683113,-112.23729, Mexican,,
2OZtiGEvLfAjfhC18m9Djw, Nypd Pizza, Phoenix ,1,4,3.5,33.4356179,-111.9980804, Pizza,,
2P_hn2-tMwx4ea7kljn8nQ, Stone and Vine Urban Italian, Scottsdale ,2,191,3.5,33.5813336,-111.8795047, Italian,,
2p14-jQFDrb5TRi9r80gGA, Island Hub Restaurant & Lounge, Charlotte ,2,26,4.5,35.19992208,-80.79568796, Anonymous,,
2p6zekfYFHYiDMRdsrn0Ag, Wendy's, Fort Mill ,1,6,3,35.007222,-80.945278, Burgers,,
2Pd2blpAgvyC_j3xfl1fOQ, Stan's European Deli, Phoenix ,1,32,4.5,33.640641,-112.096302, Anonymous,,
2pjLeLgjPJYelEiuWFYB-g, Another Broken Egg Cafe, Charlotte ,2,101,3,35.156307,-80.823686, Breakfast & Brunch,,
2PlaD6xXItbxo0ZbjQ7iQg, Pizzeria Stella Maris, Karlsruhe ,2,5,4.5,49.04215,8.36618, Pizza,,
2pmMehsVKnwhgWPSOxrkjA, Panda Garden, Sun Prairie ,1,16,3.5,43.1886488,-89.228567, Chinese,,
2pODeDkLYUSv0BBVkNoB9Q, Fib's Fine Italian Beef & Sausage, Madison ,1,18,4.5,43.07398995,-89.38302755, Hot Dogs,,
2POJy5LcLySLgkAxb4K54w, Hong Kong Express Chinese Food, Phoenix , ,3,2.5,33.4649028,-112.1514277, Chinese,,
2pUfZfry5F0OLI8QoqVtxg, Subway, Phoenix ,1,5,1.5,33.4233265,-112.2401923, Fast Food,,
2PzCVpZN7-xWGGG3a97x0g, Mattiniero, Pittsburgh ,3,5,3,40.4411159,-80.0014246, Anonymous,,
2q1JLqJ7IIYXONhOKJKoGA, Mandarin Super Buffet, Phoenix ,2,84,2.5,33.524008,-112.091192, Anonymous,,
2QB0rK7bjym4kHT0YxyXjw, Subway, Las Vegas ,1,6,2,36.1142391,-115.1727367, Fast Food,,
2qbajPD8M7PJlWWaHSRR5Q, The Reef, Chandler ,1,51,3.5,33.334536,-111.846555, American (Traditional),,
2QclfX_80Y4T2zZ-h0FlmA, Unterhaus Gaststättenbetriebs, Karlsruhe ,3,5,1.5,49.0103,8.39713, Seafood,,
2QED6Mfx303X0L1dB5kCOw, Marash Café, La Salle ,1,3,4.5,45.4368569,-73.6139641, Cafes,,
2qf-0qkDNh7r8iU0498htQ, Whataburger, Mesa ,1,29,3.5,33.4071521,-111.8734733, Burgers,,
2QFLBJ8tTHT7WrrOOD5HrQ, The Burgundy Lion, montreal ,2,145,4,45.48279015,-73.57519224, Breakfast & Brunch,,
2qkXCZLumfhvHt2gKluIlA, Jeff's Bucket Shop, Charlotte ,1,33,3,35.1708615,-80.8496225, Anonymous,,
2QM258ooYpYecyt7tTwOMA, Don Tortaco Mexican Grill, Las Vegas ,1,25,3.5,36.216507,-115.24234, Mexican,,
2qPTMjevPpL277yfFfGvFw, Nana's Hot Dog Shop, Pittsburgh ,1,6,4,40.455929,-80.0065429, American (Traditional),,
2qqzGBLM9VFwjIuiEKHspg, Bluewater Grill, Phoenix ,2,333,4,33.5101676,-112.0449114, Seafood,,
2QtowmXBL6-4KMpfavljbw, Project Pie - MGM, Las Vegas ,2,371,4.5,36.102324,-115.169228, Pizza,,
2QXlbOk5WxeUKlZqQ0IRvg, City Lights Bar And Grill, Las Vegas ,1,15,3.5,36.14168707,-115.2075745, American (Traditional),,
2r8jGeuYvMkyP2ik_X-Bxw, The Cheesecake Factory, Phoenix ,2,245,3.5,33.51000845,-112.029652, American (Traditional),,
2rE44bug0rA1GarQKD6g-w, Café 1880, montreal ,1,20,4,45.5128963,-73.5586119, Coffee & Tea,,
2ReHBO99CCJjzVqto9Mfkw, Euro-Deli Batory, montreal ,1,13,4.5,45.5243542,-73.6004121, Anonymous,,
2riuRJvaVmZHwsSpKrMvaA, Panera Bread, Avondale ,2,38,2.5,33.46437576,-112.2742707, Anonymous,,
2RJMudQIFknBCxwwwMec4Q, Carls Jr, Henderson ,1,9,2,36.0361732,-114.9941893, Fast Food,,
2ROQ8fqHhCqDw2zEvUhN-w, Subway, Avondale ,1,3,3.5,33.4343046,-112.3046772, Fast Food,,
2rSvtVINABQgJIegCt2V9Q, Under the Stairs, Edinburgh ,2,67,4,55.9476709,-3.1921299, Anonymous,,
2rT4LrsGGd9mjerwEWKfYw, McBonie's Bar & Grill, Charlotte ,1,14,3,35.192734,-80.7810547, Anonymous,,
2RusLQcgpQ2BajF_1zevKg, Nick's, Scottsdale ,2,105,3.5,33.6115561,-111.8648155, Pizza,,
2RWK8GBhbAnK5qut3AzxNw, Zad Al Khair, Glendale ,2,14,3,33.6402194,-112.181727, Middle Eastern,,
2RxIERKZi5gjLW76MkFotQ, 40th Street Cafe, Phoenix ,1,114,4,33.6273462,-111.995345, Cafes,,
2s5tyNvj6-eEks5cNFZQMg, Raising Cane's, Avondale ,1,70,3.5,33.46464,-112.273279, American (Traditional),,
2sH1oH-vuW-XtPEeQsltCg, Comptoir Express Noobox, Montreal , ,5,1.5,45.5050553,-73.5590771, Fast Food,,
2sJ3f-1lKo3oL5URrAAhPw, Heritage Bakery & Cafe, Madison ,1,10,3.5,43.0843503,-89.2998239, Cafes,,
2sn5BECdlYxqQlw1VODDoA, Wendy's Noodle Cafe, Las Vegas ,1,441,4,36.1275319,-115.2252191, Chinese,,
2SNjQ8JLEOFFdsj4cykX7g, Thai Basil, Edinburgh ,2,12,3,55.9469102,-3.1854336, Thai,,
2SOI6fHQaLt_N1p6XERu_w, Flammkoeur et Parigot, montreal , ,3,4.5,45.54399099,-73.66765169, Cafes,,
2sQnp6jfOVrhn6CxraltZg, Salt 'n' Pepper, Edinburgh , ,6,4.5,55.9479692,-3.1917895, Anonymous,,
2srOPiwi1K7dIVrCCUm-AA, Laitue & Go, montreal , ,3,4.5,45.49317515,-73.55721988, Canadian (New),,
2ST3inTMd3aYMNXt2MuDhw, Restaurant Amir, Laval , ,3,3.5,45.5919573,-73.6692725, Anonymous,,
2SwC8wqpZC4B9iFVTgYT9A, Casbah, Pittsburgh ,3,276,4,40.458138,-79.924797, Mediterranean,,
2sWval6Zz4qugjLUQc5I5Q, Asian Garden, Las Vegas ,1,45,4,36.1692249,-115.0611449, Thai,,
2SycDjGWWpFs1ODL-YBoHA, Biaggi's Ristorante Italiano, Champaign ,2,160,3.5,40.0865554,-88.2470018, Italian,,
2-T_D2lIL5Ub2G_U2crtrQ, Tamarind, Pittsburgh ,2,181,4,40.4511441,-79.9519468, Indian,,
2to5b5taseO9zZ9tnQqhlw, Shako Mako Grill, Phoenix ,1,70,3.5,33.553457,-112.098337, Greek,,
2tv1LSX_J7X0ZBNujzsGrg, Subway, North Las Vegas ,1,3,3.5,36.2389269,-115.1670545, Fast Food,,
2tXpqXexE-rn2iDRutiBXQ, Quaker Steak & Lube, Pittsburgh ,3,5,3.5,40.4480946,-80.0042488, Chicken Wings,,
2-u8a7D3Z5SvBVB9nXjo9g, Nana's Mexican Cafe, Chandler ,1,4,4.5,33.31647981,-111.8410433, Fast Food,,
2UAbUSTMsR9G26A8AYO3dA, Sam's Cafe, Champaign ,1,80,4,40.1169853,-88.2427068, Breakfast & Brunch,,
2uapF8uioz-DZ2Eq0eeXmQ, QQ Express, Madison ,1,37,3.5,43.07325938,-89.40930348, Chinese,,
2uAu33sEzH32T_MACquC8w, Twice the Deal Pizza, Waterloo ,1,16,3.5,43.484483,-80.52628, Pizza,,
2uB9BSsIswP8WQWh58_SFQ, Bentley's, Las Vegas ,2,19,3.5,36.07191177,-115.1140028, American (Traditional),,
2uIMkQ_2ja1kXTYUgRZ5UQ, Chejoys, Chomedey, Laval ,2,3,3,45.538789,-73.73412, Steakhouses,
2uJNnNYUv23qcnpBg4Wy5A, Taqueria Mexico, Charlotte ,1,60,4,35.1396022,-80.8761008, Mexican,,
2uOY0RrqcI1fp9cE79lu3g, Cafe Joe, montreal ,2,13,3.5,45.4848453,-73.5812753, Breakfast & Brunch,,
2UTK4DGVGfld0KjcjQK9Rg, Panda Express, Henderson ,2,7,3,36.06570787,-114.9539, Fast Food,,
2UUkXa45Vgk_TfCP6kmfSw, OTB Bicycle Café, Pittsburgh ,2,152,3.5,40.4274008,-79.9690681, American (New),,
2uzS4XkBJdHhEkc6n2B8xg, Cabo Wabo Cantina, Las Vegas ,2,4,3.5,36.089494,-115.138026, Burgers,,
2V3Vg7towuCOaNyH4xoy0Q, Dilallo Burger, montreal ,1,20,4,45.48283522,-73.57558966, Burgers,,
2valrZLZWYz62Vd2vgLF_w, Lancers Brasserie, Edinburgh ,3,17,4,55.9584814,-3.2082341, Fast Food,,
2voFtcyopB3jJHepouMWDQ, In-N-Out Burger, Phoenix ,1,69,4,33.8004878,-112.1300062, Burgers,,
