Business_Id,Name,Price Range,Review Count,Stars,Cuisine,City
Bjo-VnFqa9FE2qKFLF-kbA,La Maison de Maggie,1,165,5,Cafes,LasVegas
BjpdWfjpMtyRL_ZApzarDQ,Sal's New York Pizzeria,0,18,2.5,Pizza,Pittsburgh
BJrf-aBm_LxZUqA1ePJg5w,Irie Vibes Restaurant & Catering,1,6,4.5,Seafood,Charlotte
Bjt3rB73dvSDe1XEPEWc6w,Sakana Sushi & Grill,2,280,4,Sushi Bars,Phoenix
bjUBv7X4K-2w02g9fOcWYw,Pizza Americana,1,9,4,Pizza,Pittsburgh
bjv2rKlIjyN5SI6nELN14Q,Via Roma,2,11,3.5,Italian,Montreal
BJyOQyRRhmXsXn3XkDoVXA,Wingstop,0,3,3.5,Chicken Wings,Phoenix
bk2YUek5KaMP8LjN5jZ8_w,Burrito Boyz,1,39,3.5,Tex-Mex,Waterloo
bK3TRL0Bie8GLEBHMCCfQA,Hungry Howie's Pizza,1,9,2.5,Pizza,Phoenix
bk4_xLUNjNBs6-YclITSvg,Polaris Street Cafe,1,45,4,Breakfast & Brunch,LasVegas
bK45ufvqmaAiXnbrb8RlSw,Tropical Smoothie Cafe,1,70,2.5,Cafes,LasVegas
b-K95FpxCtIBCEr0GvuQGw,Fresh Kabob,1,171,4,Mediterranean,LasVegas
Bk-9MVX2YzGKWUttTI9EgA,Press Italian Street Food,0,3,3.5,Italian,Phoenix
bkaN057VT9Te06-9ltm3-A,Taberna de Tequilla,1,10,1.5,Mexican,Phoenix
bkbOmsZ9cOggOnpKsxOyiQ,The Bread Company,2,101,3.5,American (New),Urbana-Champaign
bKcmSucAGlKHwwVZNvhI3w,Leoné Café,2,381,4,Breakfast & Brunch,LasVegas
BKEvR0umqWp7q8_q4hTpWQ,Einstein Bros Bagels,1,46,2.5,Anonymous,Phoenix
bkF_a54ODbT3vTZdtI4tiw,Gyros Place,1,58,4,Greek,Phoenix
bkmolzp1NqT2QKs5zl9_nw,Long Wong's Dobson,1,17,3.5,Hot Dogs,Phoenix
BkO-H4_A8NhXz912nI148Q,Lian Pu,2,9,3.5,Chinese,Edinburgh
bKP_m6qr3fs2UfKX_COeeQ,Rigos Taco,1,21,3.5,Mexican,LasVegas
BKR18gyfLzuFz0-4CYTeiw,El Zocalo Mexican Grill,2,221,3,Mexican,Phoenix
bKr2DfxkmVNSWM2ZrjMT_A,Golden Corral,2,27,2.5,American (Traditional),Phoenix
BkRnVd0B3y7Nd3VoIvn99w,Wendy's,1,9,4.5,Burgers,Phoenix
BKSfpb_FNv5ZRUvBl2tqqg,Burger King,1,7,2,Burgers,Phoenix
bKSVq7-595YyTX6Xqjt6Uw,Cary's Pizza,2,10,5,Pizza,Phoenix
bKTIACzNC2Mx7uQXFC9y_Q,Cafe Artista,2,22,3,Seafood,Edinburgh
bKv5iNF1IWT7W_Z2qM23tw,Chile Caliente Tacos Y Mariscos,2,32,4.5,Mexican,LasVegas
bKXiuZuAWoYLsEgDGsZlvQ,Akropolis Kafe,1,30,3.5,Greek,Charlotte
BKYJzqkqiHxrzP1gmRn6FA,AQUA e VINO,3,17,4.5,Italian,Charlotte
BL_ELzIWVw52uY71b6EKfQ,Freddy's Frozen Custard & Steakburgers,1,110,4,Burgers,LasVegas
bL_zVv5o7IbYhYjwaEBA3Q,Dakota,2,81,3.5,Breakfast & Brunch,Phoenix
B-l0fgiilfqjvrfB8gAdxQ,Marven's Restaurant,2,53,3.5,Greek,Montreal
BL4ecdpfysAkmSF8z6gDzA,Subway,1,5,3,Fast Food,Phoenix
Bl4ez1M0FVN6WKhD9QFNRQ,Subway,1,11,3,Fast Food,Phoenix
BL8EifpjKtxM8enld373Ng,Faros Psarodaverna,0,4,4.5,Mediterranean,Montreal
bl9N61Xpu6JAN-mk8qr5ow,China A Go Go,1,18,4.5,Chinese,LasVegas
blBsSQPXO5T8bWr7-pu-vQ,Domino's Pizza,1,30,3.5,Pizza,LasVegas
bLbZRs9Kcy1aXsdRWYJIgg,Pizza Hut,2,9,2,Italian,Phoenix
blCfjLUecYBuKJMBtmAqfw,Weinstein & Gavino's,2,14,4,Pizza,Montreal
BLC-LJ81doPzd_ONwcCF6Q,Pho Mont-Royal,2,13,4,Vietnamese,Montreal
bldyAKdfvulwDRZNu0OwTg,World Of Beer,2,27,3.5,American (Traditional),Madison
bLe_1XSvxcIybzGj-2Pi-g,Bambou D'Or,0,4,3.5,Vietnamese,Montreal
bLFeZ84rAJdflY1Hu60_vw,Long John Silvers,1,29,3,Anonymous,Phoenix
blFTLJs0PinAgFcOB9p6Qw,Café A Plus Bistro,1,3,4,Cafes,Montreal
BLGO4IGQYznS0XmZP1IBNg,Falce's Restaurant,2,3,4,American (Traditional),Pittsburgh
blgSBn3CimrCHn2SuZvcZw,Viva Las Arepas,1,966,4.5,Anonymous,LasVegas
BlkAGawMkijw9pvv4qPqoA,Da Silva,2,22,3.5,Steakhouses,Montreal
Blkk9ztFRKL0JRo2YDTQgw,Delucias Pizzeria,2,77,3,Italian,LasVegas
BlPxVoque3dWGb73sx9Upw,IHOP,2,48,2.5,Breakfast & Brunch,LasVegas
BLQoL7ftkE3c2VagJM76dA,All American Sports Grill,2,116,3.5,American (Traditional),Phoenix
BLuvXw3UMS51o3e3nRwXFQ,Pizzeria Da Enzo,1,77,3,Pizza,LasVegas
Blv95aU63EQSMw7wH9xSQA,Maharani Restaurant,2,164,3.5,Indian,Madison
BLVGxzJMxu8SKM_ZoEonPw,Flaming Wok,1,6,4,Chinese,Phoenix
BM0-dgPJMBMmcmO9PVCJfQ,Los Compadres Mexican Food,1,139,3.5,Mexican,Phoenix
BM0vCp425l6ZgFnyIfoF3Q,Subway,0,3,2,Fast Food,Charlotte
BM5cyCVnB8E0ZQu50zYA6g,Lou Malnati's Pizzeria,2,293,4,Pizza,Phoenix
bm8_IYhdxx20XFWYCHYrSg,Zum kleinen Ketterer,2,25,4,Anonymous,Karlsruhe
BmAs1AMYVRiPnX94jF11Cg,Pub Lord William,2,13,4,Canadian (New),Montreal
bmDuW_5Lw-TZh57BvaIBDg,Quiznos,1,10,2.5,Fast Food,Charlotte
BMdZUrfh1MTUH8tAU-vbYA,Restaurant Ellada,0,3,3.5,Greek,Montreal
bmePFvYkAIa3FPIMfhDDMw,Bar 7,2,16,3,Anonymous,Phoenix
bmfrhj0OeUCOwaqSdP5IdQ,Flowers Craft Beer & Wine,2,11,5,Anonymous,Phoenix
bMfvRSC-KaTu3QYGMWTv9A,G's Food,1,109,4,American (Traditional),Phoenix
BMjggIgOghBMEXPo8q7q3w,LaBella Pizzeria and Restaurant,2,68,4.5,Italian,Phoenix
BMJUNKKN1jhyfBYg8uHZ6Q,Rancho,2,3,4,Steakhouses,Edinburgh
BMl0s3R8_M7ux2TQgAqE_g,Ike's Love & Sandwiches,2,310,4.5,Vegetarian,Phoenix
BmTG403FupSRXM6rIVkCUA,Mon Ami Pizza,0,3,3,Pizza,Waterloo
BMTuWQ3MkQ73vN6UqpiB9w,McDonald's,1,11,2.5,Burgers,LasVegas
BMUEZEL9FoW0diGJf70MTw,The Voodoo Rooms,2,62,4,Anonymous,Edinburgh
Bmw7NJ4A6ffjb5J_hBto3A,Crêpanita du Marché,1,5,4,Anonymous,Montreal
BMxcHrKyYhYT5pznzb9bYg,Burger King,0,3,1.5,Fast Food,LasVegas
BmY6aGUPJQ0Gk4HmOJlt5Q,Chopt Creative Salad Company,2,23,4.5,Anonymous,Charlotte
bMygiwZWA_UzCUCw6C11Iw,Five Guys,1,16,3.5,Burgers,Pittsburgh
bmZjEtX7_iqBZdhoaNeQMA,Madisons NY Bar & Grill,3,18,3,Steakhouses,Montreal
bn2HqLj_XpPG9UE3mAo5cg,Divine Eatery,2,180,4,Burgers,LasVegas
BnbJTzFHzwC9qRTZa2pTHQ,Arizona Bread Company,1,50,4,Anonymous,Phoenix
bneYjIvbcQknNkJ2lDwRZg,Salsarita's Fresh Cantina,1,21,3.5,Mexican,Charlotte
bNGR0iQTx8hXRmQv4hV5gw,Applebee's,2,55,2.5,American (Traditional),Phoenix
bnHD2YT5OvwdWG5ONxR3Cw,Domino's Pizza,1,25,3,Pizza,LasVegas
Bnj-dibUfTK7dN0FX1CWqQ,Little Caesars Pizza,0,4,2.5,Pizza,Phoenix
bNJFhK5JqvdKQw7Jp3FLvA,Papa John's Pizza,2,7,2.5,Pizza,LasVegas
BnQzOeftWOxduhf3VkChXA,Herringbone,3,137,4,Seafood,LasVegas
BNTw6sX6fDWe-pmyY1FeDA,TJ's Homestyle Restaurant,1,198,3.5,Breakfast & Brunch,Phoenix
bNu-PVXtfyLE6A1qv9bDcA,Oasis Cafe,2,33,4,Mediterranean,Phoenix
BNury45AhBIxRloAkqZjCA,Julioberto's,1,5,2,Fast Food,Phoenix
BnV2Ik4FPaYrasKoVx33fg,Chang Lai,1,5,4,Chinese,Montreal
BNweK7pzxuuUroi8inU_UQ,Azteca Mexican Restaurant,2,108,4,Mexican,Charlotte
bnWEP4mB1npXjgVNa5-9Ug,Busan Korean BBQ,2,32,2.5,Korean,Waterloo
BNyQIWqrxroxH-kWIXwn7g,Michael's Cafe,2,43,4,Cafes,Phoenix
BO_TJFFJyXu8i2rW83hG3g,Relish Burger Bistro,2,89,4,Burgers,Phoenix
BO0zz8gort7o-6KuecIv3Q,Red Lobster,2,39,2.5,Seafood,Charlotte
bO2rQLEntQLcg675LjEqaA,Sauce Pizza and Wine,2,102,3.5,Italian,Phoenix
bO4IxOyIaW1I0BUY6aApxQ,Los Favoritos Mexican Food,1,22,3.5,Mexican,Phoenix
Bo8T_i8a76dZZfuFVo_O0g,Rosenbaum,2,4,3,Anonymous,Karlsruhe
BoaNFfrGo4UVPmYKeXPP1Q,Cafe Claymore,2,3,3.5,Cafes,Edinburgh
bOB11LVavtN9PWTNwR52Tw,Barrio Queen,2,575,3.5,Mexican,Phoenix
bObecQabUijQx5wonxlGQA,Mulligans Grill,2,28,4.5,American (Traditional),Phoenix
bocNP3vhpTbP9dQdLZXu-A,McDonald's,1,18,2,Burgers,LasVegas
boeOGTDc0Ft6_VEBuG8-hg,Popeye's Famous Fried Chicken and Biscuits,1,7,3.5,Fast Food,LasVegas
bofeTnvB-MvtIWiabomJww,Far East Asian Fire,0,25,1.5,Asian Fusion,Phoenix
bOhqyyPWevbH8Yw5fop4zg,Saddle N Spurs Saloon,1,21,3.5,American (Traditional),LasVegas
bOjDdn4IFXRDGuSLW-nCwg,Chez Ma Tante,1,19,4.5,Hot Dogs,Montreal
BOKoQAw-O1OKntO64v5NIw,Sunrise Donuts,1,85,5,Breakfast & Brunch,Phoenix
boKwOr_9YdEMPlTC86ondA,Crispy Banh Mi,1,26,4,Vietnamese,Charlotte
bOnTi0BP8_y36XXHE9KdLw,E M Pizzeria,2,9,4,Pizza,Pittsburgh
BOp3jcpYy31M85H1DLnEEw,Upstream,3,170,4,Seafood,Charlotte
BOrQiUsbnYUM800ohW0Ofw,Little Nipper's Pizza II,2,33,3.5,Italian,Pittsburgh
BOSKvLfYdBaEIYBqvHp5Pg,Épik,3,6,5,Italian,Montreal
BOt910Z-fiBNnbsVU80XfQ,Restaurant A La Vieille Cheminee,2,3,4,Italian,Montreal
botAdj1CUl2wA_Dz1Y-kIw,Domino's Pizza,2,22,2.5,Pizza,LasVegas
boxO5rTwArJqyjOQyBYxcg,Jimmy John's,1,55,3.5,Anonymous,Phoenix
boxOMuEguLds_KImannFAw,Panda Express,2,13,3,Fast Food,LasVegas
BOYgi3o9pWJWKvZzzZO-jg,Carl's Jr.,1,8,2.5,Burgers,Phoenix
bOyoQlRSr5Of67COPtzxAA,Chick-fil-A,1,18,4,Fast Food,Charlotte
BoYuRrfyC6qQSaJFrgAWWg,Chez Nanou,2,46,4,French,Madison
bp8T6-NZFKw3-Ga6ssU28w,Macado's,2,78,3.5,Chicken Wings,Charlotte
Bp93pemXBdiEkZqdK-vtgw,Sushi 21,2,454,4,Sushi Bars,LasVegas
BpaylK5AVC18EfHkvqY_Og,Chick-fil-A,1,11,3.5,Fast Food,Charlotte
BpEFRLfOIpwd06y-xEm88w,Burger King,1,14,3,Fast Food,LasVegas
BPftTf2ZNidSaeyyXcxhdg,Subway,1,3,3,Fast Food,Madison
bpGFetX8muk0GxAT3Oea3Q,Yummy Grill & Sushi,2,513,4.5,Sushi Bars,LasVegas
BPi1Q5wX0_o5VlO_XRyYuQ,Pizzeria Bianco,2,391,3.5,Pizza,Phoenix
bPId8S_Ab9mTRyG4bDoUJw,Pacini,2,14,3,Italian,Montreal
BpjMl6q695r2zFTvmjpeXA,Blaze Fast-Fire'd Pizza,1,98,4,Pizza,Charlotte
BpMdiKy1Pf5VdBouzuui4A,1 Eastern Super Buffet,2,75,3,Sushi Bars,Phoenix
BPmeW2bZBY4aQbu_E4Co8w,Indaba Restaurant,2,28,4,Anonymous,Edinburgh
BpmIkVMjv9sWi4rgx0SVIw,La Shish Kabob,1,203,4.5,Middle Eastern,Charlotte
BPN8GzoigZNQHEve5iP-gw,Queen Creek Olive Mill Eatery,2,75,3.5,Mediterranean,Phoenix
Bpp8unXZmbyxSZS7D93Jog,Chop Chop Wok,1,135,4,Chinese,LasVegas
bpPVn4nF8YR40BjhO6YP1w,Lakeside Restaurant & Cantina,2,40,3,Burgers,Phoenix
BpR_oUAmIh6Q7Y_Y0Q_WmQ,Mexitalia X-Press,1,6,2,Mexican,LasVegas
BPRMEhCf8ugvQrNnRM1xUw,Chinoise,0,3,2.5,Chinese,LasVegas
BpSLpzq_NRYghGSsb10G3A,Tim Finnegan's Irish Restaurant and Pub,2,222,4,Anonymous,Phoenix
bPUwJQyifP24uhGrou_64g,Wendy's,0,6,1,Burgers,LasVegas
bPVotyFvP_FNSIr4R8evcw,Zesty Zzeeks Pizza and Wings,2,165,4,Pizza,Phoenix
BpWeAIGCrl5jxt-sMJgDsg,Abuelo's,2,252,3.5,Mexican,Phoenix
BPY-04VxlC60qxww38dFTQ,Endle,3,24,4.5,Cafes,Karlsruhe
BQ0DSBD_xk441ESKonwjfw,Subway,1,5,2.5,Fast Food,Phoenix
bQ1s5pqX_UVWVQ-k4e9rAg,Andrew's BBQ,1,125,4,Barbeque,Phoenix
BqB7P_2SkevtNbWoIY5kCw,Bakersfield East Blvd,2,225,4,Mexican,Charlotte
bQbaiw69FRbxg-Su3QBNYw,Jimmy John's,1,12,2.5,Anonymous,Phoenix
bqcemu1Y-ZTX8haoRqQQog,Der Vogelbräu,2,40,4,Anonymous,Karlsruhe
BqD7X5CHXnJ14YbBBlLx1w,Julian Serrano,3,1387,4,Anonymous,LasVegas
bQgM_um2f22DBMW_nK5Rnw,Four Keg's,0,3,3.5,Anonymous,LasVegas
bQiAU9rKpdixtFuX0OoRmA,Viet-Thai Noodle House,2,258,4,Thai,Charlotte
BQjGE1Z3nk253XzIZqt8Gg,Jean Philippe Patisserie,2,1004,4,Coffee & Tea,LasVegas
BqKc6l8vCebZNTF-yfvPhQ,Pizza Mart,1,36,4,Italian,Phoenix
bqktAhYfTOXp8lNwghu1BQ,Jack in the Box,1,9,2,Fast Food,Phoenix
BqnpNLSmqJ0T3_RR6xQShQ,Pho Binh,2,9,3.5,Vietnamese,Montreal
BQOLVEsUCPM4yJcNkTO2VQ,Pei Wei,2,33,3,Asian Fusion,Phoenix
bqPXsuVziCGKUPUHUkGyYQ,L'Alba D'Oro,2,24,4.5,Fast Food,Edinburgh
BqrTtox0JbG-P_DKBB5bBw,Holsteins Shakes and Buns,2,2362,4,Burgers,LasVegas
bqS-Wh36Khyk1lo_1LBYIg,Wingstop,2,106,3,Chicken Wings,LasVegas
bqYrEwL5xjqv0u8XAij--Q,Tea Station,1,611,3,Coffee & Tea,LasVegas
bqzTmZ_Hr2s5erUwfVUA1g,Hoai Huong,2,22,4,Vietnamese,Montreal
Br9o4CNzhwUw4YUHseGA-g,Buck's Pizza,1,19,3.5,Pizza,Madison
BRaQrgYVR17bd_zr-wNSlQ,Wendy's,2,7,2.5,Burgers,Phoenix
brh2UFHRO0bFfq7KUTbQFA,Café Zupas,1,190,4,Anonymous,LasVegas
BRhKD4BEMg6NagsD3z-0YA,Red Robin Gourmet Burgers,2,145,3,Burgers,Phoenix
BrhWp_b0x-17kTUyF-9vCQ,Teharu Sushi,1,92,3.5,Sushi Bars,Phoenix
BrIHPtnJC6gXDEbnTuEupA,The Dirty Drummer,1,15,3.5,American (Traditional),Phoenix
brkJrGv2Eaj9NTl9g2RMgA,Rocky Rococo Pan Style Pizza,1,5,2.5,Pizza,Madison
BrLkdjACkDYGYIx01y1-EA,Nam Pho Restaurant,1,17,3.5,Vietnamese,Phoenix
bRSeMsFesSkjzSVIGCKIDg,Burger King,1,7,3,Burgers,LasVegas
BrTeICW0znNrZRFO60wuBA,Subway,1,12,2.5,Fast Food,Phoenix
brwBupgDmSME9MgXOTHJpg,Osaka Japanese Cuisine,2,52,3.5,Japanese,Charlotte
bRWyDYG9ugAho8ZBhOmyGQ,The Alcove,1,4,5,Anonymous,Pittsburgh
bRZlEN2Hs14LaMf9z_tnww,Jimmy John's,1,18,2,Anonymous,Phoenix
bS6d_0qYc4Qt43-0Tr3xkQ,Zorbas Grill,0,4,2.5,Greek,Phoenix
Bs7FcmlfHfCq2lf-FUKLCw,Don Tortaco's,1,46,3.5,Fast Food,LasVegas
BS8x7cpostNkZPSVhtABoQ,Hazelnuts Creperie,1,35,4.5,Breakfast & Brunch,Charlotte
BS9SxqHR7aO0rSmT_emoLw,Taqueria El Fundador,1,43,4,Mexican,Phoenix
BSarxqA5A-FsiBxG4dDCdw,Passion8,3,70,4,American (New),Charlotte
BsBTK3Fi0RyghzKzR7EECQ,Tom yum North Phoenix,2,36,4,Thai,Phoenix
bsDkiuoIA7_ecWTjG6ifwA,Jack in the Box,1,4,2,Burgers,Phoenix
bSFuJDDTj6BeKypgBNFBGg,Inside The Bungalow,1,114,4,Cafes,Phoenix
bSgLOr-6nALPm1-pKZN6NQ,Délice Bistro,2,162,3.5,Coffee & Tea,Phoenix
Bsj9BC15wZDAlWTsP8kfVg,Aroma Kebap,1,18,4.5,Fast Food,Karlsruhe
BSk-BrZGvtRGxy1aFzSMCA,Omar Khayyam,2,17,4.5,Indian,Edinburgh
BSlmhfVEsy16C_ZUpcyB8w,Bob's East Side Deli,1,63,4,Anonymous,LasVegas
bSNb73315kS9dOJ1q6uy9g,Raju's Pizza Service,2,3,3,Italian,Karlsruhe
BsPVtrxmqHeZ7BwORWLvrA,Burger King,1,26,3,Burgers,LasVegas
bSqSYnUrpRARgDe1i0A2aw,East Africa Restaurant,2,24,4,Anonymous,Montreal
bSrl0gA6QS4oBcfTlQEjRw,The Mix Up Bar,2,22,4.5,American (New),Phoenix
BssYf80oXJKxI6AZlmlKig,Nobby's Pizzeria,1,13,3,Pizza,Pittsburgh
B-sTZPVQjZUNNICer6VhYg,McDonald's,1,14,2.5,Burgers,Phoenix
bsurBnPwOHcz8ATxzgxcEA,German Bread Bakery,1,131,4.5,Anonymous,LasVegas
bsYLLSAepXpndtzp43dV8w,Burger King,1,5,2,Burgers,Charlotte
BT2Vls7h6sWrCKa5gGXbKg,Long Wong's,1,77,3.5,Anonymous,Phoenix
b-t3nNmRw6alKw4aSqAgPg,Los Dos Molinos,2,188,3.5,Mexican,Phoenix
Bt7lGzIlPGc13iCXoc-TIw,Prime,4,602,4,Steakhouses,LasVegas
Bt7xHko6OfInh7GbfSv0xA,Viva Salsa,1,10,3.5,Mexican,LasVegas
bTaIdTtPQIVaj7GChPXGBA,Santorino Pizza,1,22,3.5,Pizza,LasVegas
btay-zbv6GGEp6c3Wg2MSw,Manna Mediterranean,1,99,3.5,Greek,LasVegas
BtblCdzuNjKyfgBKSJf8Gw,Wienerschnitzel,1,7,3.5,Fast Food,LasVegas
BtDyBnrFuktIu0j1m3W3_A,La Station des Sports,2,26,3,Burgers,Montreal
BteWJCZgwFss9beBtOc6cQ,Jersey Mike's Subs,1,10,2.5,Fast Food,Phoenix
BTh9F579ScojkF6X-zPYWQ,Boucherie Et Grillades Al Rayan,1,4,5,Anonymous,Montreal
BT-lB8mSmtW1bgos0hZcOg,Restaurant Kebab Express,1,7,2,Anonymous,Montreal
BtLtTRjvAGcwxHWBqfB2Yw,DeSoto Central Market,2,178,3.5,American (New),Phoenix
btlVeAeHKq287Ux6SrUwdw,Sweet Tomatoes,2,98,3.5,Vegetarian,Phoenix
Btmq4WdwevpVWTPjhzf1YQ,Teakwoods Tavern & Grill,2,140,3.5,American (Traditional),Phoenix
btp0v0Qk7CmOmuMdt3aqkQ,Smith & Wollensky,4,398,4,Seafood,LasVegas
BTQevHTP6Px-NytPZvsRNA,Upper Crust Pizza Midtown,2,76,4,Italian,Phoenix
BtqIbQ44Pa7-4pAIfPnc9Q,Falbo Bros. Pizzeria,2,27,3.5,Pizza,Madison
btSNykS8wnIjb5sspEVh_Q,Restaurant Tex Mex,2,8,4.5,Tex-Mex,Montreal
btuXBnJEIkn7ax2TfvHQyw,El Torito Cafe,2,127,3.5,Mexican,LasVegas
BTVVaav-Tk1Rn6cxvSKvuQ,McDonalds,1,6,2.5,Burgers,Phoenix
BtX9mA5dYDzULGVPC4-I-A,Sonic Drive-In,1,54,2.5,Fast Food,Phoenix
bTydlGDMk5QsnX9tkNBL7A,Wendy's,1,7,1.5,Burgers,Charlotte
btyUDDEtkdTIaVXSIsqJKg,Humble Pie,2,96,3,Pizza,Phoenix
bU1ShcSD6obWRDqyu-IG4w,Streets of New York,2,57,3,Italian,Phoenix
bU4ZRr07Y6DFayPK3kKFsw,Wendy's,1,13,2,Burgers,Phoenix
BU5j4XmGAanDPZ_U9IABaA,Lindenbräu,2,19,4,Anonymous,Karlsruhe
Bu9HmWvsAoJSxpihH6jM3g,Subway,0,4,3,Fast Food,Phoenix
bUa7_GxbHvvPVk2EyCyS3w,Barro's Pizza,2,13,3.5,Pizza,Phoenix
BuBZfd4a6v6hLw22UoIW6Q,Camion Au Pied De Cochon,2,24,3.5,Canadian (New),Montreal
BUEeOKuTJc4uZAp1A2dEhA,Great Wok,1,46,2.5,Chinese,Charlotte
BUFZGU2ux-JIGIozzdDiwQ,Subway,1,13,4,Fast Food,LasVegas
buH0L-1AP1s2JU1iOcHHaQ,Curry Zen,2,110,4,Japanese,LasVegas
bUI_RhpOfVkjHkpVU1Op-A,Gold Mine Bar & Grill,2,14,2.5,American (Traditional),LasVegas
BUIrO-pCTTgMGQcAj2qyrA,Helbachs Coffee House,1,27,4,Coffee & Tea,Madison
BUkA5Y5rrDVnM-KL-a_wYA,Taco Bell,0,5,3,Fast Food,Phoenix
bulkC_6uGn5FM0vz3Kt0ZQ,Little Asia,2,75,2.5,Sushi Bars,Pittsburgh
bUmnZJ1DjtDP2_qb2M62mg,E2,2,209,4,Italian,Pittsburgh
buOw4-D2dVxOS_DOC4q8OQ,Yokoso Japanese Steakhouse,2,99,3,Steakhouses,Pittsburgh
B-urUvRjp0GJ8-Kos2Rjrw,Remington's Restaurant,3,93,3,Steakhouses,Phoenix
BuSfem8XiZ7s9ccu5dLXQA,Tru Burger Co.,2,106,3.5,Burgers,Phoenix
buSMFn_zImET7rBBuAjR0g,Baja Fresh Mexican Grill,2,33,2.5,Mexican,LasVegas
buUNo4XhN5TBGT50LqkPHw,Sushic,1,5,4,Korean,LasVegas
buVALudg30kgkDusqB3yJw,Reyna Foods,1,88,4,Mexican,Pittsburgh
BuwH4-HcleWMSyBObu_uxQ,Shane's Rib Shack,2,119,3,Barbeque,Phoenix
bv2QzSmjkAqX7Kmjtip3DQ,Popeye's Chicken,2,4,1.5,Seafood,Charlotte
Bv3g-9R5wUevZPP0jzihqg,Las Glorias Restaurant,2,25,3.5,Seafood,Phoenix
Bv3WXhtRydDdG1nhbkCBEA,Lafayette,2,21,4,Breakfast & Brunch,Montreal
BV8_BpJaWpU_HjjLiYZX-Q,China City Super Buffet,2,91,3,Chinese,Phoenix
BvacFV7Wr_dUlz3M5-aJ5w,Libretto's Pizzeria,2,144,3,Pizza,Charlotte
BVCDPqlHMDPLWn9EhdDXNg,Japanese Curry Zen,1,615,4.5,Japanese,LasVegas
bVcXnHtJ38JlmRW-Jf_ylA,La Colombe,4,9,4.5,French,Montreal
Bvd5mgGBELNTdPxovlC1_A,Prickly Pear Cafe,2,5,2,Anonymous,LasVegas
bVg-aNsf3KNJ4oSuuhw-AA,Akropolis-Ziegler,2,8,2.5,Greek,Karlsruhe
bVgbI5w-bt9nSoh7vVFIvg,Subway,1,6,3,Fast Food,Phoenix
BVgnavF-B0wxQhP7wJTAVg,Rosie's Coffee Bar & Bakery,1,63,4,Coffee & Tea,Madison
bVhmUnhDE7qrrhcgldprcQ,Native Grill & Wings,2,100,2.5,American (New),Phoenix
bVjfqkvS86p8sp8WZ2kW_w,Kanbai,2,29,3.5,Asian Fusion,Montreal
b-VLJb2e35qdhJmmbbZ36g,Bella Vista,3,41,3,Italian,Pittsburgh
bVn6Eix6LzCx0nIWjOo6Vw,Lester's Deli,2,48,4,Anonymous,Montreal
bVNXS0uMq3BKIrnLHTvpbg,Wildfire Sunset,1,19,3.5,Burgers,LasVegas
bvplQMAVmrKWZ72AznBmlw,Big Guy's Pizza & Pasta,2,3,3.5,Pizza,Pittsburgh
bvPrzKDAvEed4tA2bNCsyQ,Cicis,1,37,3,Pizza,LasVegas
BVraN-4w40S0QNbZeIifEw,Le Cheval Blanc,2,39,4,Anonymous,Montreal
BVuC-3SegVoNdMwKSt0YPA,Arby's Roast Beef,2,10,2.5,Anonymous,Phoenix
BvvGeF2zgacG54nCX6YDKA,Dressler's - Charlotte,3,211,4,Steakhouses,Charlotte
Bvw2qmZkzIJERXktRSl8Xw,Subway,1,6,1.5,Fast Food,Phoenix
BvyARfwpde38566aiDM10w,Top of Binion's Steakhouse,3,212,4,Steakhouses,LasVegas
bVyARiRmg36o5BObsnUL8g,Just Fresh Kitchen Bistro,1,41,3.5,American (Traditional),Charlotte
bvYPXRj2ONK3VIDZ54PFyA,Red Viet Cuisine - Sushi,2,133,3.5,Vietnamese,Phoenix
BvZCOESlFGV2g-juaQTXqA,Manny's Mexican Grill,2,14,3,Mexican,Phoenix
bW0n6jdHsdTWixICQzRgLA,Kings Fish House,2,95,4,Seafood,LasVegas
BW1JCE3Qj4uIokg7kLUL7w,Wolfgang Puck Bar & Grill,2,1221,4,American (New),LasVegas
BW52sBPn1Hbeh3LPsGLFtA,Sabor Latin Street Grill,1,396,4.5,Mexican,Charlotte
BW7Y49eHiOx5GRYAOlsuww,Denny's,1,46,2,Breakfast & Brunch,LasVegas
Bw8VMPnOdc5yezmy5VtCuQ,Hibiscus,2,19,4.5,Korean,Charlotte
Bw92r5E7UA-Tgezt0CbJgA,Bistro La Bon,2,337,4,Breakfast & Brunch,Charlotte
bwaj94niH8eOG5p31IKB6Q,Sierra Gold,2,70,3,American (New),LasVegas
bWAw3pCEJ8Ra36riigXA6w,Charlie's Philly steaks,2,3,2.5,Anonymous,Charlotte
BwdMlO7QPHBnm09yuHTnRw,Guy Fieri's El Burro Borracho,2,137,3.5,Mexican,LasVegas
BwEw_gXe_9uXCNIIc3a3tg,Bella Vita,2,102,3.5,Italian,LasVegas
BwfiNCOxA2B6pOLdeh1kGQ,Saffron Indian Bistro,2,158,4,Indian,Phoenix
bWh8AvckcvbeHuQqfTMKAg,Counter Intuitive,2,26,4.5,American (Traditional),Phoenix
BWHWlMbbfW2uuuZpmkWItg,My Fit Foods,2,41,4,Anonymous,Phoenix
bWJd61eNOyf6svns6KEJ1Q,Soubois,2,16,3,Canadian (New),Montreal
bWjp4gzgaEZL3JASz1Ruog,El Tri Mexican Food,0,8,2,Mexican,Phoenix
