Business_id,Name,City,Price Range,Review Count,Stars,Cuisine
EDIhEegxgXva7jWoJzL1FA,Pho King Food Truck,Scottsdale,2,65,3,Vietnamese
EDIsSdoCnLbuQRQV2vMZ9Q,Tacos El Nevado,Charlotte,1,11,4.5,Mexican
edjCywtqffQ8__vM7POZbw,Rubio's,Phoenix,1,60,4,Mexican
EdWB1S8d0VcLDHg4zzrxIw,Aix en Provence,Charlotte,3,16,5,Italian
EDwojVe8lD4dL7avz_V7vA,Guedo's Taco Shop,Gilbert,0,4,3.5,Fast Food
EDYbHRasF02nTmoF65iIBQ,Restaurant Sake,Saint-Eustache,0,3,4.5,Sushi Bars
EdZRC5hANa8M9NxWVQk9Jg,Waffle House,Charlotte,1,5,3,Breakfast & Brunch
EE14LUTGkw7NVcpP0d_x0A,La Trattoria,montreal,3,15,3,Italian
ee2JJWsou6UbakYRHEqxfg,Bojangles' Famous Chicken 'n Biscuits,Charlotte,1,16,2,Fast Food
EE8u3qi8riVdLSh_wmcjEw,Marco's Pizza,North Las Vegas,1,22,3,Pizza
ee9-nEWpDSPv2QO-xM_VTg,Wesley's Delicatessen & Catering,Pittsburgh,1,17,4.5,Anonymous
eEazUUm1R_GcZa1r461qmw,China A Go Go,Henderson,2,50,3.5,Chinese
EEBI6c2MdkeGX3yJ0EnTYw,Café Sfouf,montreal,1,15,4.5,Cafes
EEC7t11ciQ6XUjkudRbYSg,Waffle House Restaurant,Phoenix,1,49,3.5,Breakfast & Brunch
EECPu7ZCK9hlLI92WC7-EQ,Planete Poutine et Cie,montreal,1,4,2,Canadian (New)
EEilz21hc30ixgDcGVTMfw,Quesada Burritos & Tacos,montreal,1,6,3.5,Tex-Mex
EeLiNCQL8JGxHjBi8N3lRw,Erbert and Gerbert's,Sun Prairie,1,15,3.5,Fast Food
EeQlS9VLlfWT25-MeYsJTg,Rubio's,Glendale,1,51,4,Mexican
EERx8ioBQnVoL4QmMPu6Yw,La Saigonaise,montreal,2,12,4,Vietnamese
eEU1XtdASLqdAGKg0QDNdg,Original ChopShop Co.,Tempe,2,304,4,Breakfast & Brunch
eEVdj9s8qR794mwEMtzvSg,K Star BBQ,Peoria,1,4,5,Barbeque
EEVgrbZXZAMUw0hm3WyA7Q,The Crepe Club,Phoenix,1,27,4,Breakfast & Brunch
eeVoOZoa7huk09dfYga0eg,Brewer's Cafe,Henderson,1,83,3,American (Traditional)
Ee-Y-wMNXq9T7ck_U0j42g,Papa John's Pizza,Maricopa,0,7,2.5,Pizza
EF5vR_UUavzPjtgMYFCg5Q,Carlos' N' Charlie's,Las Vegas,2,272,2,Mexican
Ef8XRx6dntxfFgYXP_S61A,Le Billot,montreal,0,3,3,Vegetarian
eFA9dqXT5EA_TrMgbo03QQ,Crust Pizzeria & Ristorante,Phoenix,2,147,4,Pizza
EFdIlV2mFFikS4UsdwbH6g,Subway,Las Vegas,1,14,3,Fast Food
eFfoxuq2XiRlYftEN3YqTA,Panda Express,Mesa,1,19,2,Fast Food
EFHu5CxNSTDVAbCZqDpVqQ,Pinq Taco,montreal,0,4,3.5,Anonymous
EFhvk3OYWsMVS1R5df231w,Good Donuts,Maricopa,1,29,4.5,Breakfast & Brunch
eFIwRnbZpToIwWOYWWJ7nA,Benny's Burgers & BBQ,Sun City,1,76,4,Burgers
EFJAVVBQQqftuqY5Wb3WtQ,Villa Peru Restaurant,Tempe,2,113,3.5,Anonymous
efJQBC6yfKzUvn0Fk08vbw,Cactus Grill,Champaign,1,44,4,Mexican
EfmR4e1tmjC5_ZQOgfnYrg,Roma Garden Ristorante,Phoenix,2,178,4,Italian
EfMxJr-rWlXc7UlGkI0Y5w,Monk's Bar & Grill,Sun Prairie,2,44,3.5,American (Traditional)
efsZLHcgEn7hKGB05B569Q,Buffalo Wild Wings,Las Vegas,2,307,2.5,American (Traditional)
EFTjNyDBuA10JPAIm2-BCg,Gallery Restaurant,Charlotte,3,49,3.5,American (New)
EftjP2_4LzwcXYS7xVk8mw,Restaurant Le Flambard,montreal,0,3,3.5,Canadian (New)
EFxaUHb6UwOpsvIIdZk-Ng,China Harvest Buffet,Phoenix,1,23,2.5,Chinese
EfXDe0RE17ihEkdL3r45Ug,Schützenhaus Mühlburg,Karlsruhe,0,3,4.5,Anonymous
efxuyL7ABgBbhgmSryvAZQ,Zen-Ya,montreal,3,47,3,Sushi Bars
efxzGkBT7agKavEvHrBQ-A,La Rumba Night Club,Las Vegas,2,10,2,Anonymous
EfyrtoGJSjwiYoHIJy9iSA,Jersey Mike's Subs,Charlotte,1,19,4.5,Fast Food
eG_GtDLVZ6vSSMYk4eDeFA,Prima Pizza & Cafe,Las Vegas,2,90,3.5,Pizza
eG3Kxpv-JOLib9o5W9Aiyw,A Pig In a Fur Coat,Madison,3,289,4.5,American (New)
eg4nd09goZ8opkthsKgn5Q,King Tut Cafe & Catering,Tempe,2,39,4,Mediterranean
eg57kF41MBs5RC1vDDRk9Q,Sonic Drive-In,Chandler,1,16,3,Fast Food
eGA9Apige-EZANvo2mIIBQ,MOD Pizza,Goodyear,1,84,4,Fast Food
EgAGF1eg2PkdDDlPzBwVfw,Upper Deck Grill and Sports Lounge,Las Vegas,2,14,4,American (Traditional)
egaieBcnSZLYGl1N-_CtvQ,Mark Greenaway,Edinburgh,3,43,4.5,British
eGb0dnTT5mQA8BDYZUveLQ,Hyakumi Japanese Restaurant & Sushi Bar,Las Vegas,0,3,3,Steakhouses
eGdr777YxPCBwDPEWVswSQ,Delicias Restaurante Latino,Charlotte,1,7,4.5,Anonymous
egewu6VzoA8uNG7IPmzmdA,Presto Pizza & Wings,Phoenix,2,12,4,Pizza
EGiGWZp_zSqdeftiFQ7MbA,Cantina Laredo,Scottsdale,2,219,3.5,Mexican
EgJfkuMZbjqR58bZyju5Qw,Slices Pizza,Las Vegas,2,9,3,Pizza
egky1j0WUGf97EU4fGXLgw,Little Bangkok In the Strip,Pittsburgh,2,83,4,Thai
EGNzJApWnrttPyv6RirhUA,Pat and Waldo's,Phoenix,2,29,3.5,Italian
eGopO76Gw-tTihBWpPqPFA,Motor City Cafe,Las Vegas,1,13,4,Pizza
eGpMml6dvPc-umXge2hnXg,Flatbreadz,Las Vegas,0,5,2,Anonymous
egsdXJ5rJ8wiTEduM1quUQ,Pasquale's Pizzeria,Pittsburgh,0,4,3,Pizza
EGsNTiWG7ZxMUrskp4-wfQ,Restaurant Miracle,montreal,0,3,3,French
EGzFpBmr3UdHnNgyC7jqdw,Livraison Bombay Mahal Express,montreal,1,13,3,Indian
egzyBV0dJh406LH7yQaXyA,Taco Bell,Las Vegas,1,15,2,Fast Food
EGzyDCtlBl348I_iZ7Xvmw,Sucker-Punch Grill,Henderson,1,4,5,Burgers
eh480J34aBFwikOvwlZaNQ,Loon Wah,Edinburgh,2,9,4.5,Fast Food
EH7sT3dV-B365RETWCQhIA,Dotty Dumpling's Dowry,Madison,2,357,4,Burgers
ehaFMw4p0PNkkz-uW1RubQ,Pâtisserie Cremino,montreal,2,12,4,Anonymous
ehaKxqZX0nn-rvFFhhL0hA,Johnny Rockets,Las Vegas,2,46,3.5,Burgers
EhBSVPbSw1pKE0gg4u2Kqg,Watami Sushi & Sake Bar,Waterloo,2,59,4,Japanese
eHC_xNrT1SkJyC2oncJlhw,Asi Es La Vida,Phoenix,2,173,4,Mexican
Ehc4Ze59gyFjUBKARCmhcg,Jimmy John's,Phoenix,1,45,2.5,Anonymous
eHcpSwIiyFXhejtyQNy-Mw,Classic Grille,Mesa,1,5,2.5,American (Traditional)
eHcQzL5eebqvKrLW5q283w,Capriotti's Sandwich Shop,Scottsdale,1,111,3.5,Anonymous
EHi-lebXGWjSktl4WvSoow,Lon's At the Hermosa,Paradise Valley,3,289,4,American (Traditional)
EHIZFzQQ_mjzwyjcaToPtQ,Tom's Thumb Fresh Market,Scottsdale,2,591,4,Barbeque
ehmtix6CHtneuYXzbrSwYw,Nadine's,Pittsburgh,1,71,4,American (Traditional)
EhR_Tn49PKY5W0YWbxEPcg,Angry Crab,Phoenix,2,168,4,Seafood
eHVU1C63xlsKm7XSgIAAOQ,Lucky Cafe,Las Vegas,1,5,4.5,Chinese
Ehym62RBfmV7Ot7TMuAMRw,Gourmet Laurier,montreal,0,6,4,Anonymous
eI7bKGWMMdOFf3Nxo6Q4jw,Mariscos Mi Lindo Mazatlan,Phoenix,2,10,2.5,Mexican
Ei7sdBVvNyem_SCxaAnPdA,Luciano d'Orazio,montreal,2,4,5,Italian
EicgVkwjS3tUum7Ga3nzKA,Cactus Jacks Saloon,Henderson,1,30,3.5,American (Traditional)
EiDgsniLJ_g-BsoHCiG_uA,Libretto's Pizzeria,Charlotte,2,110,3,Pizza
eIecLYBdl-uN_N8N0bQQHg,Panera Bread,Glendale,1,7,3,Anonymous
eihJZqHCEKMmzuPOOyqF9w,Mulligans Bar & Grill,North Las Vegas,2,10,4,American (Traditional)
eIhmvoU0EoK7CdrBuXQfEw,Rockin R Ranch,Mesa,3,25,3,American (New)
eIJ_QlrzHYmfpGSEOZnHTg,Nu Art Café,Verdun,2,9,2.5,Breakfast & Brunch
EiJEtSnKswzgqhvMOufQHA,Ricos Tacos,Las Vegas,2,6,3.5,Mexican
eiKbSyHojL6H487z0w9vzQ,Capriotti's Sandwich Shop,Las Vegas,2,41,4,Anonymous
EIMzIukKXlZq_0tz3SVPOQ,Nathan's Famous,Las Vegas,2,7,2,Hot Dogs
eInPqZl-uobjndn_Mk6VvA,Urban Turban,Las Vegas,2,391,4,Indian
EIRWO8LORufGJL5qHK6yIA,Maison Boulud,montreal,4,85,4.5,Breakfast & Brunch
EIshA1evDfCTcuI0dYUo7A,Carlito's Burritos,Henderson,1,433,4,Breakfast & Brunch
eivj7F0pjWJvDeuKFExC2g,Alo Cafe,Scottsdale,2,253,4.5,Coffee & Tea
eixmo00M4t9DcbrOXoLWNw,Soderberg,Edinburgh,2,5,4.5,Pizza
Eixtf79t1_ZKaC-7J2kAWg,Pickles Pizza & Sandwich Emporium,Pittsburgh,1,16,3,Pizza
eIxU721q44-vQM-z6UJBbw,New India Gate,Chandler,1,160,4.5,Indian
eiYDLEWkGY6df3sb1z6evw,Luna Lounge,Las Vegas,2,241,4,Anonymous
eIYGhU8VSOJt_IqEjMhDLg,Bojangles,Harrisburg,1,3,3,Fast Food
ej_Ovd4GuqnFv6d4i54Z7Q,Vincenzo's,Waterloo,2,58,4.5,Anonymous
Ej7C-K5yo7Gbb9S31OYu_w,La Rouladerie,montreal,2,7,4,Breakfast & Brunch
EJ8glOkcXyplzCr5LiUSmQ,Subway,Henderson,1,12,3.5,Fast Food
EJCIIIy4RghSG3Blsg9BrA,Cravings,Champaign,1,121,4,Asian Fusion
ejcnzdNMYQpohnnhLPLtLw,Spice Restaurant,Phoenix,2,7,2.5,American (New)
EjdHWoYUsYIglMuFJFa4rg,Charley's Grilled Subs,Phoenix,0,6,3,Anonymous
EjfF-4aI0rhtAHwXFRsVrQ,Outback Steakhouse,Las Vegas,2,167,3.5,Steakhouses
EJHWMVmQHiv-2t7c6RV00w,Blackfinn Ameripub,Charlotte,2,60,3,American (New)
EjJte9n1UmJak4SgkPEU4g,Santos,montreal,3,41,3,Anonymous
ejRQkeZoxq8iA6R0-eAd7g,Mariscos Aguachiles Culichi,North Las Vegas,2,20,4,Seafood
ejS_lQteyzG6PR4gxZN-FQ,Paradise Cantina,Las Vegas,2,140,3,Mexican
ejtVhXk9MdORE6lZxvejTg,Cala Gonone,Weingarten,3,7,4.5,Italian
EjuLZsG1_UAn3aZ-l_Flfg,Tropical Cafe Smoothies,Surprise,1,64,2.5,Anonymous
EjWi22gAE_cYpGs7lBPahQ,The Greek Pita,Phoenix,1,118,4,Greek
eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room,Phoenix,2,35,2.5,Mexican
eKhdSimzPB9sEfFQmX-zHg,Waldklause,Ettlingen,2,7,4,Anonymous
EkhrRWzevfFJc8Pm2dVPEA,Mr. Sushi,Waterloo,2,28,2.5,Sushi Bars
EKHY6QnNVcSV8URkDzukHA,Chen's Wok,Pittsburgh,0,3,3.5,Chinese
EKju94L6tR7kFO9Wthk6CQ,Fox & Hound,Charlotte,2,50,3,American (New)
EkO-rwvMQBthDqIhKf24dg,Red Lobster,Mesa,2,41,3,Seafood
eKp012jNe4LL6q7YRfAXWQ,Grange Takeaway,Edinburgh,1,5,3.5,Coffee & Tea
eKp-9MlaM2Uclfdtf1dM-A,Sukho Thai,Laval,3,12,3.5,Thai
EkPUckueKj5IMVGb6MguVA,Royal Cafe,Sun City,1,36,3,American (Traditional)
EKR3hv8vhML4xbkp9Hf9mQ,In-N-Out Burger,Las Vegas,1,116,4,Burgers
ekRwCkp1nS1hsbXLAOiPzw,Panda Express,Champaign,1,7,3,Fast Food
eKT11QqlcEJUuq-OsaPMtw,School Grounds Cafe,Cottage Grove,1,27,4.5,Cafes
EKTI4-C3DhOXAH4nQkXSVQ,Subway,Charlotte,0,3,2.5,Fast Food
EKVrH21lOIRrXdLf-Dt5RQ,Chipotle Mexican Grill,Phoenix,1,110,3.5,Fast Food
eKzME8Ax_RHe1f0YmXD8tg,China Garden,Urbana,1,15,3.5,Chinese
EKzMHI1tip8rC1-ZAy64yg,House of Tricks,Tempe,3,674,4,American (New)
El_0LAdJ1R0-nL_lHzBT-g,New York Bagels 'N Bialys,Scottsdale,1,159,3.5,American (Traditional)
El0zP2EK0DuqRFQRk-nHpw,B & M Restaurant,montreal,2,25,3.5,Breakfast & Brunch
eL1IZGEWOZTbxdcqqgZjfw,Ben Thanh,Kitchener,2,19,3,Thai
El6fv45PRpTnI4OnAqQHdA,Sukhothai Bistro,Pittsburgh,2,66,3.5,Thai
ela9Je2E3cvqKKA8n9jZMg,Restaurant Renoir,montreal,3,33,4,Breakfast & Brunch
ELbBgsX1rccs9ZZ9c9p9PA,Krua Thai,Karlsruhe,1,3,3.5,Thai
ELDBfzyUWqME873h-_RcWA,Subway,Henderson,1,11,2.5,Fast Food
ELDkWCzEMQcFVpVtSCugag,Pasta & Provisions,Charlotte,2,80,4.5,Anonymous
ELFgjsfhfy8plr7g_ouyMg,Biryani Kitchens,Chandler,0,3,3.5,Indian
eLPld7Q17XxlclFGzZQX5g,Yama Sushi,Las Vegas,2,1474,4,Sushi Bars
elq4hC3DCRIgpX-OZEJo0g,Oriental House,Peoria,2,26,3.5,Chinese
ElqD819zpmOryvsLuzv-Mw,Paradise Bakery and Cafe,Chandler,1,63,3,Anonymous
elstmdus1x-alE3RvVP9DQ,Maison Indian Curry,montreal,1,53,4,Indian
ElTdljGpkETYZIYegTK9JA,Frite Alors,montreal,2,83,4,Burgers
eltTG6JOr9cg5FRAgGy8Jw,Phoenix Public Market Cafe,Phoenix,2,656,4,American (New)
eLwTnV0_d8A15wlbrG7pQw,The Little Kitchen Cafe,Las Vegas,1,84,3.5,Anonymous
elwuxXreWA3IVAW5qNOw3g,Jimmy John's,Urbana,1,25,4,Anonymous
elw-ZkWbm0UQRNw4a4lnig,No Què No! Mexican Grill,Scottsdale,2,105,4.5,Mexican
elXBwN1tvneVVIfFOJyK-Q,Papa John's Pizza,Mint Hill,0,3,3.5,Pizza
elX-wEdhFR8Kg1Ngj4hdNQ,Original Tommy's,Las Vegas,1,66,3.5,Burgers
Elz8GuWH-aMvpDlMkcDbkQ,Bravo Pizzaria,Laval,2,3,1.5,Fast Food
Em_hb1jgu0bJTU0Ly0awfg,Thai Thai Takeout,Charlotte,2,87,3.5,Thai
eM_YULbN1AQVZuSN-70zsg,Subway,Phoenix,0,3,3,Fast Food
Em8zrIuxwBXnIZMDMreErQ,Yasda Bento,Phoenix,1,54,3.5,Korean
emaL57IaNjgiVlMnG-CPiA,La Luncheonette,montreal,1,7,4,Cafes
Emc9Y4pr7ffZMg9Xo90_rg,Williams Fresh Cafe,Waterloo,2,4,3.5,Cafes
EMD6yobRZBdHc6xeXRj4aA,La Sala Rossa,montreal,2,24,4.5,Anonymous
EMDooiC51Vhgup73MxmQHg,Charm Thai Cuisine,Chandler,2,95,4,Thai
eMDvSBnFMu7YEkhEbkddpA,Little Caesars Pizza,Mesa,1,6,4,Pizza
eMf1XEQzuSW29CL0f5iJPA,Moe's Southwest Grill,Fort Mill,2,15,2.5,Mexican
eMFD4FA8NVAlUAeBl4EVNw,Subway,Charlotte,1,4,3,Fast Food
EmfFctZmKZM4fy2rEmPZ6w,Top Shabu-Shabu & Lounge,Pittsburgh,2,47,3.5,Japanese
eMg5eHLaVjYwUelmxgdDcg,Cafe 316,Las Vegas,1,7,3.5,Cafes
EMGkbiCMfMTflQux-_JY7Q,Butters Pancakes & Café,Scottsdale,2,714,4.5,Breakfast & Brunch
emKCDGxYpL-hsLDQiULBdQ,Mijana,Tempe,2,216,3.5,Middle Eastern
EmnTWQ-MfA4B26Fd_p2oMw,Arby's,Phoenix,1,5,4.5,Fast Food
EMOFQciQnAtCjZnMs0z4Jw,Oscar's,Las Vegas,3,274,3.5,Steakhouses
eMPCfmfPqNWUISkW60hQeA,Sa Bai On The Fly,Tempe,1,67,4.5,Thai
emQkvcck-uqUanJafLIKOA,Plum Pan Asian Kitchen,Pittsburgh,2,149,3.5,Asian Fusion
emr4inqCK0zrGkpA9e1eBg,Restaurant Shoji,Saint-Lambert,2,3,4.5,Sushi Bars
EmRvrgzxfY5RG9sJ-z8Bmg,Tropical Smoothie Cafe,Gilbert,1,19,3.5,Cafes
eMtSU9hLX1sl4jATF_mdVA,Hoepfner Burggarten,Karlsruhe,0,3,3.5,Anonymous
eMTUYYDgYUyY_1isy5SK7Q,Nook Café,Las Vegas,1,56,3.5,Cafes
EMuUOIrtNJsPmNc8uudyoA,Panda Express,Las Vegas,1,28,3,Fast Food
emY2nzk7UTlucmyvLzGn4w,Border Food Juarez-El Paso,Las Vegas,1,36,4,Mexican
EmzaQR5hQlF0WIl24NxAZA,Sky Lounge,Phoenix,1,28,2.5,American (New)
En2GuQV7FoOGHhXX5SMEBg,Wendy's,Phoenix,1,18,2.5,Burgers
en2O4AiS0NDZ1AHgzYKzBA,Famous Dave's,Las Vegas,2,189,3,Barbeque
En5nVQRlo5eUAwsABNT9Ww,The Creek Patio Grill,Cave Creek,2,30,4,American (New)
EN6-FrkFBWKrtS8842cZYA,Subway,Charlotte,1,8,3,Fast Food
enaf8BVkZ8IOvjZjn0YoDg,Good Fella Korean Bistro,Las Vegas,2,83,4.5,Korean
eNawMNc1iUDzayNGmB482w,Tsing Tao Chinese Cuisine,Mesa,1,43,3.5,Chinese
enbTOcl7WNgsjsAtmhvDRA,Mu Shu Asian Grill,Phoenix,2,116,4,Asian Fusion
eNepNrx9dzehOql6fKxW3Q,Arby's,Charlotte,2,10,3,Fast Food
EneQ2TuQVobd-Qo0jU1GFQ,Kabob Express,Laveen Village,2,34,4,Indian
Eng_aff0ZBcIxE4-z2cdcw,Cafe Kleofas,Edinburgh,2,9,4.5,Cafes
enJGNU-A2br9d7sKe82saQ,Baby's Badass Burgers,Las Vegas,1,4,4,Burgers
ENKGZWnnecBWVtJ3zTOQQQ,Subway,Las Vegas,1,17,3.5,Fast Food
EnKI5w-x0_ZPAS_3QPYFtQ,Panevino Italian Grille,Las Vegas,3,313,4,Italian
ENMWrZcSX2H2y-DhpA9QSQ,Ad's Buffalo Wings,montreal,1,3,3.5,Chicken Wings
enMYRLiwCDZJoq_TSg8pBw,Sushi Star,montreal,1,3,4,Sushi Bars
EnQewGyKYsME5gchmyvsPg,Paul's Pel'meni,Madison,1,242,4.5,Anonymous
Ensu96ecI0OReupNS2x7ig,Gallagher's Steakhouse,Las Vegas,3,812,4,Steakhouses
EnTfcULMZms42b4JzpqpNw,Pizzeria Ristorante La Piazzetta Da Pietro,Waldbronn,4,6,4.5,Pizza
Env21pieyFD60kaC0xbmcg,Restaurant Pescara Pineta,montreal,0,3,2.5,Italian
Enx-h0TYMkX7qA3enTAjyg,Burger King,Tempe,1,15,2,Burgers
eNYj1h-K66IunsDKa13bUw,McDonald's,Charlotte,1,9,2,Burgers
enZkooanyewGsjkxztL6mw,Zizzy,Las Vegas,2,55,4.5,Korean
EO_LRZc_g0KIR-uRC2ecnQ,Michael's Frozen Custard,Madison,1,61,3.5,Burgers
EoAMmv972xvgBpcuiB76xQ,Libre Mexican Cantina,Las Vegas,2,150,4,Mexican
EoAY1JSVeJriBzId8lUQwQ,Bar Louie,West Homestead,2,92,2.5,American (New)
EOchIu8KPD1SO39mT8-JlQ,Delhi Diner,Edinburgh,0,3,4,Indian
eoCnHe4RVytI2C9DJlmbeA,Pints On Penn,Pittsburgh,2,62,3.5,American (Traditional)
eoDEx1GGQA0CBDhy2ql_Kw,Omelet House,Las Vegas,2,703,4.5,Breakfast & Brunch
eODFYaXpC0M_39dzR5B2Nw,Panda Express,Chandler,1,14,2,Fast Food
eOEDf0ravlF9FRDsNW8K0A,3 Amigos,montreal,2,122,2.5,Mexican
eOez_0zPIQMi4sGeoT7Uxg,Tups Specialty Sandwiches,Las Vegas,1,86,4.5,American (Traditional)
EOGjCFh8_6rJY2h92LR2rg,Treacle,Edinburgh,2,67,4,Anonymous
EogXTwuUMjSttclIs1092Q,La Crêpière,montreal,2,21,4.5,Anonymous
eOKOOh1qie10HmdtLErp0Q,Great Harvest Bread Company,Tempe,1,66,4,Coffee & Tea
EolW2H_wkpYwWbBURN_4gQ,Heart Attack Grill,Las Vegas,2,678,3,Burgers
eoMLAjvo97vK0mMA2O4Zmg,Taco Bell,Charlotte,1,15,3,Fast Food
eONS7DP6U9BV3lkqGAUbOg,Waffle House,Mesa,1,51,3.5,Breakfast & Brunch
eO-o7FRjNEzcSEG8pakkzA,McFate's Tap + Barrel,Scottsdale,2,283,4,Pizza
eOPxvbzFTBjO5LSV3uYMug,Chuck E Cheese's,Phoenix,2,22,3.5,Pizza
eoQ0iRrZa4VHCBLTBZUsgA,Maxies Cafe,Edinburgh,0,3,5,Cafes
EOQj-h56az84rb7UV37qTA,Corner Mercantile,Pittsburgh,1,10,4,Anonymous
eOsaMm8uBnLIdjxPRd6MRw,Jim's Famous Sauce,West Mifflin,1,17,4,Hot Dogs
EOtLvniLxNtPFzZjl5oXdg,Sbarro Italian Eatery,Las Vegas,1,5,3,Pizza
EOu5kwsz9XPyq5r-eWrOFQ,Pike's Old Fashioned Soda Shop,Charlotte,2,210,3.5,Breakfast & Brunch
eOv0Dbq2E8sd0CKMAqTImw,Luigi's Pizzeria,Bellevue,2,18,4,Pizza
EoVGIsaatkdbWLY9qyFcgA,Sofrita,Fountain Hills,2,177,4,Anonymous
eow0zY6TdViDnyJXXeOMwg,Forno 301,Phoenix,2,142,4.5,Italian
EOWArlSPzXr5JVUBCEU2nA,FUWA Teppanyaki Grill,Las Vegas,2,9,3.5,Japanese
EOWYeAhHDAYmG7jtIBuq5w,Houlihan's,Pittsburgh,2,43,3.5,American (New)
eoX0Yp3AIZagg-i5GOb2ow,Sweets,Chandler,1,9,3.5,Burgers
eP_enpBqAvE5coRwl6Ib9w,Grand China,Henderson,2,87,3.5,Chinese
EP1B17h53eczD75uQvKpMg,La Sal,Edinburgh,2,6,3.5,Anonymous
Ep1GABlgFfy_L6SrMJisaQ,Port of Subs,Las Vegas,1,8,3.5,Anonymous
ep4AN-jBsGwugk7SUvhyiA,Wienerschnitzel,Las Vegas,1,14,2.5,Hot Dogs
eP6BKBrIdbD6Bo-wpEAd4w,Rush Hour Tavern,Las Vegas,1,12,4,American (Traditional)
ePaGSbE-j_TjpQYAlbPZEQ,Pizza Mega,montreal,1,3,3,Pizza
EpaXijMLlEXvQfM9gXDYiA,Avenue B,Pittsburgh,3,183,4,American (New)
Epc5Ktnjmd4Vz0lByPc9KA,Jubar,montreal,0,3,4.5,Anonymous
EPE3OL8nOMQF-TaKo5H1hw,Basil's Restaurant,Charlotte,1,8,2.5,American (New)
EpLbqBe_GCiLuoPoq5OaDg,H20 Et Sushi Bar,Dorval,2,4,3,Sushi Bars
EplRv5dU8kbcZHVqBxhTpQ,Dae Jang Kum,Brossard,2,5,3,Korean
epMKlsA-OoZMNcXTMmWoMw,Sujeo,Madison,2,140,3.5,Korean
ePogmFFQkAy68Ne0VVUGBg,Chili's Grill & Bar,Charlotte,2,5,2,Tex-Mex
ePP0Eqz8JKSbtdt2phiB4A,Alexander Michael's,Charlotte,2,242,4.5,American (Traditional)
EppRsj7YUChmu9rXb38LKg,TC's Rib Crib,Las Vegas,2,389,3.5,Barbeque
epUeIG4o7yphmcOU0qIqOg,Sofia's Pizza,Las Vegas,2,9,3,Pizza
ePwLfpvB6QkBOtKIyPycPw,Royal Thai Grill,Mesa,1,65,3.5,Thai
EpZsI6uHsyaE1xHI-7Qglw,Triangel,Karlsbad,3,9,3.5,American (Traditional)
EQ0Q_35W_I9TFvvD9nY4xw,Cluck N Cup,Charlotte,1,36,3.5,Cafes
Eq3gzgiRIGYtubbZw1mDlQ,Serrano's Mexican Food,Chandler,2,94,3.5,Mexican
Eq5AIZnxnVfNQRlk7sgb_w,MAD Greens - Hilton Village,Scottsdale,2,32,4,Anonymous
Eq6HUYlnhF__d1ie-I2RMg,P.F. Chang's,Peoria,2,108,3.5,Asian Fusion
eq6lQI039SBLC6sHm3idGA,Secret Pizza,Las Vegas,1,3086,4,Pizza
EqA_0-n-OFg86hdyYm65rw,Kwan's Sampan,Mesa,1,50,3,Chinese
EQa5xeZQ7QWMy3kr0AAg5Q,Wendy's,Phoenix,1,21,3,Burgers
eqbpaxfx2DHhG-cj9L8tVg,Perfect Pear Bistro,Phoenix,2,127,4,American (New)
eqbRa6sLnROSxfcN6pXp-A,Oodolee Sushi & Grill,Las Vegas,2,218,4.5,Seafood
eqdEOyNbEvl-Gne_w3_0jw,Lucky Lou's American Grill,Chandler,2,85,3.5,American (Traditional)
EQDNOXW3wCS7ZdlyMOMNvQ,Ogo Sushi,montreal,2,6,4,Sushi Bars
eQdQYR5hvMLiYDF41lOtCw,Panda Express,Mesa,1,10,1.5,Fast Food
eQHVuMuTgFY9VuGu3WySyA,Burger Rush,Tempe,1,138,3.5,Burgers
EQIZkuJxIvjJxZjf_NYNcA,Korner Kitchen,Kitchener,1,13,4.5,Breakfast & Brunch
eqJ-p_8AYeltJU2tJHURJA,La Churreria,Karlsruhe,2,6,3.5,Anonymous
eqm1NtRuPwJz0xUXLo_SNQ,Fratello Pizzeria,Waterloo,1,5,3,Pizza
EQmxZjaU3IoXjq23dx9hag,McDonald's,Chandler,1,9,2.5,Burgers
eQnajQaCQUpW-lsEJlAtEA,Sonic,Mesa,1,6,1.5,Fast Food
eQNn1dJiXxldNLGRivzcBw,Tony's Fish Bar,Edinburgh,1,3,3.5,Fast Food
eQNUJqMq5t7pwwwtXZ_iqw,Chef Kebab,Laval,2,3,3.5,Middle Eastern
EQOoRmLsilk_94QS3q0vgQ,Brighton Hot Dog Shoppe,Pittsburgh,1,14,4,Burgers
eQp6Ls4QpnUrpyRZH5Vy1A,Morningside Spice,Edinburgh,1,12,4,Indian
eqQRWWz6y2EvVFHNal7IFg,Mon Ami,montreal,2,33,4.5,Korean
EqrOAyElnB4vn5sX4GAksA,Cookie Stéfanie,montreal,1,25,4.5,Anonymous
eQTnrAIbitS6VAPUaaXdFg,Club Sandwich,Edinburgh,0,3,4.5,Fast Food
Eq-w1GBZLdEbrtNDwVncYA,Gaby Et Jules,Pittsburgh,2,144,4,French
eQX9DwovKIwB5FncvOMhMQ,R.T. O'Sullivan's,Mesa,2,58,3.5,Anonymous
EQxbEKkHxNvRT_-S5A-Gcw,Greens and Proteins,Las Vegas,2,538,4,Burgers
eqXpMET0NmmC31EspL80zQ,Evoke,Charlotte,3,56,3.5,Steakhouses
EQxR8CKkKSmHW0fgtqVosg,Bagel Nosh,Gilbert,1,78,4,Breakfast & Brunch
